tb21_id,rank,task_id,source,skill,domain,task_form,overall,reason,preview
dna-insert,4,task_002705_29508c7d,TMax-15K,4,5,3,4,Enumerates forward and reverse primer candidates and keeps only those matching a target Tm; the same search-then-filter loop.,"You are a bioinformatics analyst working on a PCR primer design pipeline. Your principal investigator (PI) left you an audio memo with specific instructions for your next experiment, but no written notes. Your task is to orchestrate a compl"
dna-insert,5,task_003839_04146172,TMax-15K,4,5,3,4,Rejects primers outside a melting-temperature window and violating homopolymer limits; rehearses the 58-72C and pair-delta rules.,"You are a bioinformatics analyst responsible for building an automated quality-control pipeline for primer sequences. We have received a new batch of candidate primers, but they contain a mix of valid sequences and contaminated or poorly de"
dna-insert,6,tw_327279,TerminalWorld-Seeds-Clean,4,5,4,4,Drives BLAST+ with exact flags and thresholds into exact output files; the same treat-the-domain-CLI-as-ground-truth skill oligotm demands.,Your task is to perform sequence alignments using the NCBI BLAST+ suite within the `bioinfo-notebook` conda environment. You will need to construct a nucleotide BLAST database from the Saccharomyces cerevisiae genomes provided in `/app/data
dna-insert,7,task_005084_af94922a,TMax-15K,3,5,3,3,"Checks primer uniqueness against a genome and derives melting temperatures; primer vetting transfers, Tm source differs.",You are a bioinformatics data scientist tasked with analyzing a set of candidate PCR primers. You need to identify which primers uniquely target a reference genome and then determine their melting temperatures ($T_m$) from experimental fluo
dna-insert,8,task_000078_704c9ecc,TMax-15K,3,5,3,3,Compares mutant sequences against a reference and tests primer amplification; rehearses the reference-versus-edited-sequence comparison this task opens with.,You are an AI assistant helping a computational biology researcher run a simulated PCR experiment to compare a set of mutated genomes against a reference dataset. The researcher has two sequence datasets: - `/home/user/reference.fasta` - `/
dna-insert,9,task_005110_21a8e234,TMax-15K,3,5,3,3,"Extracts a coordinate region, builds forward and reverse-complement primers and writes a strictly specified output file.","You are an AI assistant helping a synthetic biology researcher run a coupled bioreactor simulation and design extraction primers. Your task requires managing a Python virtual environment, solving a system of Ordinary Differential Equations "
dna-insert,10,task_006512_ac735565,TMax-15K,3,5,3,3,Locates known primer sequences in a FASTA template and extracts the region between them; same find-the-annealing-site step.,"You are a bioinformatics analyst working with targeted DNA sequencing data. You need to build a reproducible pipeline in C to process a FASTA file containing raw sequencing reads, extract specific amplified regions (amplicons) based on know"
extract-elf,1,task_000148_13b866f9,TMax-15K,5,5,4,5,Reads the 64-bit ELF entry point as an 8-byte little-endian integer at offset 0x18 and emits JSON; the exact ELF-header-by-offset skill in the exact output shape.,You are an AI assistant helping a technical writer who organizes documentation for a firmware engineering team. The team receives automated documentation drops as zip archives in `/home/user/docs_incoming/`. These archives contain Markdown 
extract-elf,2,task_000101_5b83d1ba,TMax-15K,5,4,5,5,Reverse-engineers an undocumented binary layout from a reference parser and must produce JSON matching it exactly; same RE-and-match-the-oracle grading.,"You are a storage administrator managing a massive migration of legacy disk backups to a new structured log system. We have a proprietary backup metadata format scattered across our disks. Previously, we used a C utility to read these files"
extract-elf,3,tw_101812,TerminalWorld-Seeds-Clean,5,5,4,5,Extracts ELF segment ranges from a core file so memory can be resolved by address; the segment-to-address-range mapping this task is built on.,"Set up a Node.js core dump analysis workflow on Linux using llnode. With llnode already installed at `/app/llnode`, the goal is to generate a core dump from a crashing Node.js process and then inspect its memory contents using `lldb` with t"
extract-elf,4,task_000005_ceefb305,TMax-15K,4,5,3,4,Parses Elf64_Ehdr directly to recover e_entry from 64-bit ELF files; same ELF header structure knowledge.,"You are a backup administrator tasked with archiving active system binaries and legacy logs. You need to write a C program to safely extract metadata and convert log encodings, then use shell commands to create a multi-part archive. Step 1:"
extract-elf,5,task_000376_c445606a,TMax-15K,4,4,4,4,Infers the exact byte layout a stripped oracle expects and emits a binary it validates; same layout-inference-against-an-oracle work.,"As a researcher organizing a massive corpus of interconnected datasets, I need to migrate our legacy graph query engine to a new high-performance C++ service. We have a legacy compiled query evaluator located at `/app/legacy_graph_oracle`. "
extract-elf,6,tw_381835,TerminalWorld-Seeds-Clean,4,5,3,4,Locates and rewrites the PT_INTERP program header of an ELF; forces real program-header table navigation.,The binary at `/app/distribute/share/survey` requires `libc.so.6` and `ld-linux-x86-64.so.2` from `ubuntu:disco-20200114` (glibc 2.29) instead of the system defaults. Patch the binary's ELF interpreter (`PT_INTERP`) to reference a local `ld
extract-elf,7,tw_18948,TerminalWorld-Seeds-Clean,4,5,3,4,"Traces an ELF parser through program-header handling, printing its address and length variables; teaches how phdr parsing actually proceeds.",You need to debug the `elf_debug` binary using LLDB while it processes the `busybox-mips-phdr` binary to inspect the ELF parser's state. We are specifically interested in the execution flow and variable states around line 1217 of `elf.c`. R
extract-elf,8,task_000071_b7b35e9a,TMax-15K,4,4,4,4,Parses a strictly specified binary file starting from a 4-byte little-endian magic using memory-mapped I/O; same magic-then-offset-walk parsing.,You are an artifact manager tasked with curating a local binary repository. A set of scientific artifact files are stored in the directory `/home/user/artifacts`. Some of these files are actively being rotated or written to by background pr
extract-elf,9,tw_12138,TerminalWorld-Seeds-Clean,4,5,3,4,Overwrites the ELF magic at file offsets 0-3; direct raw byte-offset manipulation of a real ELF.,"Patch the ELF binary at `/app/ls` so that its magic bytes are corrupted. Specifically, the first four bytes of the file (the ELF magic number, normally `\x7fELF`) must be overwritten with `.ELO` (i.e., a period, capital E, capital L, capita"
extract-elf,10,rts_task_e1f7416ab6e845547bffe641,Recursive-Task-Synthesis,4,5,4,4,Resolves every collected address to its containing function via the symbol table and writes an address-keyed mapping; same address-indexed output artifact.,"Use the angr framework to symbolically explore the authentication binary at `angr-doc/examples/fauxware/fauxware`. Separate all final states into those whose stdout contains ""Welcome"" (authenticated) and the rest (deadended). Write the resu"
extract-moves-from-video,1,task_000038_b0af17b4,TMax-15K,5,5,5,5,Recovers every log line a terminal printed from a screen recording with ffmpeg plus tesseract and rewrites them one per line; the same task without the game.,"You are a Database Reliability Engineer (DBRE) tasked with optimizing our geo-distributed backup mesh. We have lost the original plaintext topology logs from our last major infrastructure migration, but we managed to recover a screen record"
extract-moves-from-video,2,task_004605_6a1e7020,TMax-15K,5,5,4,5,OCRs a scrolling terminal screencast and de-duplicates items across frames into one ordered list file; the scroll-and-dedupe crux of this task.,"We are trying to organize an old repository's legacy project files, but the only record we have of the older directory structures is a screencast video of a terminal archive. A video file is located at `/app/archive_scroll.mp4`. This video "
extract-moves-from-video,3,task_000249_ff55f46a,TMax-15K,4,5,4,4,Reads scrolling hex dumps and headers off a recording of a terminal; same recover-scrolling-text-from-video problem.,"You are a security engineer responding to a network breach. An attacker managed to compromise a management jump host and ran a packet sniffer. We have recovered a screen recording of the attacker's terminal during the breach, located at `/a"
extract-moves-from-video,4,task_000028_ae6330dd,TMax-15K,4,5,4,4,Finds every frame where a payload is visible in a terminal recording and is graded by F1 against hidden truth; same partial-recall grading.,"You are acting as a network security engineer investigating a recent incident. We suspect an attacker leveraged an open redirect vulnerability during a login flow, combined with a rogue TLS certificate, to steal user credentials. We have pr"
extract-moves-from-video,5,task_000159_edb7847d,TMax-15K,4,5,4,4,"Samples frames, OCRs the text in each and concatenates in order; same frame-sampling and ordered reassembly.","You are a penetration tester investigating a suspected breach on an internal network. We have intercepted a strange video file broadcasted by the malware, located at `/app/exfiltration_feed.mp4`. Our initial analysis suggests the attacker i"
extract-moves-from-video,6,task_000086_7f269221,TMax-15K,4,5,3,4,Hunts a string that flashes only briefly across frames of a terminal video; forces exhaustive frame coverage.,"You are tasked with building a pre-commit manifest filter for our Kubernetes CI/CD pipeline. Currently, invalid deployment manifests are crashing our operator. We need a Bash script that acts as a stream filter to sanitize incoming Kubernet"
extract-moves-from-video,7,task_000125_66da44d3,TMax-15K,4,5,3,4,Recovers a lost value by OCRing a screen recording of a test run; same read-the-terminal-out-of-the-video step.,"You are tasked with migrating a legacy numerical state machine. The original implementation was written in Python 2, but we need to port the logic to a pure Bash script for our new lightweight build system. Unfortunately, the original sourc"
extract-moves-from-video,8,task_000090_b8963df3,TMax-15K,4,4,3,4,ffmpeg plus tesseract over a dashboard recording to pull values off screen; the same frame-extraction-then-OCR toolchain.,"You are a log analyst investigating a recent security incident. The security team recorded a snippet of the SOC dashboard during the incident, which contains the dynamic alert configuration used by the attackers to bypass normal detection. "
extract-moves-from-video,9,rts_task_7eefa8c4246cf6df33bd2f2a,Recursive-Task-Synthesis,4,3,4,4,Keeps only prompt-prefixed lines of a session transcript and emits the typed commands; exactly the filter applied after transcription here.,"The file `/app/session.txt` contains a spoticli interactive session transcript. Lines beginning with the prompt `spoticli ~\$ ` record commands the user typed. Produce a cleaned list of playback-control commands at `/app/result.txt`, one pe"
extract-moves-from-video,10,tw_345797,TerminalWorld-Seeds-Clean,4,3,4,4,"Parses a CLI session transcript, treating prompt-prefixed lines as user input and extracting those commands in order.",A spoticli CLI session transcript is stored at `/app/session.txt`. Each line starting with `spoticli ~$ ` shows a command the user typed at the prompt. Parse the transcript and extract the music playback control commands — those that seek t
feal-differential-cryptanalysis,1,task_004544_3403e2f6,TMax-15K,5,5,4,5,Differential cryptanalysis on a custom cipher to recover a 16-bit key from its source; the exact differential-attack-recovers-small-key skill.,"You are acting as a network security engineer investigating a recent breach. We have intercepted a screen recording of the attacker's terminal during the attack, but the network traffic was encrypted using a proprietary, internally develope"
feal-differential-cryptanalysis,2,task_004532_51ae89be,TMax-15K,5,5,4,5,Recovers a 16-bit block-cipher key from a known plaintext-ciphertext pair by exploiting the weak keyspace; same small-keyspace key recovery.,You are a security auditor tasked with performing a white-box penetration test and code review of a custom C-based backend service. You have been provided with the source code of the application at `/home/user/src/backend.c` and its local S
feal-differential-cryptanalysis,3,task_002392_b43fd016,TMax-15K,5,5,5,5,"Queries an encryption oracle with chosen plaintexts, models the cipher by cryptanalysis and forges a token; the same query-oracle-then-recover attack shape as attack(encrypt_fn).","You are a red-team operator tasked with crafting an evasion payload to bypass an internal authentication mechanism. We have gained access to a target machine, and we believe there is an internal administrative service running locally on one"
feal-differential-cryptanalysis,4,task_003324_1d8e1b65,TMax-15K,4,5,4,4,Recovers the two secret keys of an affine byte cipher from known pairs; same solve-for-the-round-key algebra on a simpler cipher.,"You are acting as a compliance analyst. We need to generate secure audit trails for a legacy system that transmits sensitive logs. The legacy system uses a proprietary encryption scheme over an unsecured channel, but we are upgrading our au"
feal-differential-cryptanalysis,5,task_003333_c06dc2fe,TMax-15K,4,5,3,4,Repairs an add-rotate-xor round explicitly about differential-cryptanalysis resistance; teaches the rotate/xor round arithmetic FEAL is built on.,"You are a security engineer preparing to rotate user credentials. To migrate accounts securely, you must verify the integrity of the legacy credentials during the login flow before re-hashing them with a modern algorithm. We use a custom, l"
feal-differential-cryptanalysis,6,tw_152765,TerminalWorld-Seeds-Clean,4,5,4,4,"Breaks a CTF cipher given its source and an encrypted flag; analyse-a-custom-cipher-and-invert-it, the same reverse-and-recover work.","Your task is to solve the ""My Simple Cipher"" challenge from the Tokyo Westerns 2017 CTF. The encryption logic is provided in `/app/cipher_mod.py`. The encrypted flag is given as the hex string `7c153a474b6a2d3f7d3f7328703e6c2d243a083e2e773c"
feal-differential-cryptanalysis,7,task_005934_901b2b73,TMax-15K,4,4,4,4,Brute-forces a small &0xFFFF keyspace to invert a hash; the exhaust-a-reduced-16-bit-keyspace approach the task's hint points to.,"You are a compliance analyst generating an audit trail for a recently acquired legacy system. As part of the security audit, you must recover a lost PIN used for a proprietary authentication service and audit the system's SSH daemon configu"
feal-differential-cryptanalysis,8,tw_126628,TerminalWorld-Seeds-Clean,4,4,4,4,Timing side-channel attack recovering a password char by char from an oracle; same probe-the-oracle-and-recover-the-secret incremental attack.,"A TCP server is running at `localhost:1337`. It accepts a numeric password and responds differently depending on how many leading characters are correct, introducing a measurable per-character delay. A timing attack library is available at "
feal-differential-cryptanalysis,9,task_000690_9d6ed460,TMax-15K,4,5,4,4,Known-plaintext attack recovering an LCG stream-cipher key by script; same recover-the-key-from-a-weak-cipher attack written as code.,You are an incident responder investigating a recent breach on a Linux web server. The attacker left behind an encrypted payload and a custom Python module used for their Command and Control (C2) communications. They appear to be looking fo
feal-differential-cryptanalysis,10,task_001946_12623d4f,TMax-15K,4,5,4,4,Analyses custom token crypto and breaks it with known plaintext-ciphertext pairs; same reverse-the-cipher-then-recover-key work.,You are an incident responder investigating a potential breach on a Linux system. You have discovered a rogue C++ authentication tool left behind by the threat actor in `/home/user/investigation/`. The attacker used this tool to generate ac
feal-linear-cryptanalysis,1,task_001946_12623d4f,TMax-15K,5,5,4,5,Recovers a custom cipher's key from known plaintext-ciphertext pairs by reading its C++ implementation; the FEAL crux with a smaller cipher.,You are an incident responder investigating a potential breach on a Linux system. You have discovered a rogue C++ authentication tool left behind by the threat actor in `/home/user/investigation/`. The attacker used this tool to generate ac
feal-linear-cryptanalysis,2,task_002392_b43fd016,TMax-15K,5,5,3,5,"Explicit linear cryptanalysis: derive the plaintext-ciphertext byte relation from chosen plaintexts, then forge with the recovered relation.","You are a red-team operator tasked with crafting an evasion payload to bypass an internal authentication mechanism. We have gained access to a target machine, and we believe there is an internal administrative service running locally on one"
feal-linear-cryptanalysis,3,tw_152765,TerminalWorld-Seeds-Clean,5,5,4,5,"Break a custom cipher given only its source and one ciphertext, recovering the plaintext - the same invert-the-scheme reasoning.","Your task is to solve the ""My Simple Cipher"" challenge from the Tokyo Westerns 2017 CTF. The encryption logic is provided in `/app/cipher_mod.py`. The encrypted flag is given as the hex string `7c153a474b6a2d3f7d3f7328703e6c2d243a083e2e773c"
feal-linear-cryptanalysis,4,task_005446_a50bc88d,TMax-15K,4,5,4,4,"C++ brute force of a 16-bit residual keyspace validated by a known plaintext prefix, matched bit-exactly against an oracle binary.","You are a forensics analyst recovering evidence from a compromised web server. We have discovered that the attacker left behind a stripped binary, `/app/oracle_bin`, which they used to decrypt exfiltrated web traffic payloads. They also lef"
feal-linear-cryptanalysis,5,task_005042_33654f1f,TMax-15K,4,5,4,4,"C known-plaintext attack brute-forcing a 32-bit seed then decrypting the whole file to prove recovery, exactly FEAL's proof obligation.","You are a forensics analyst responding to a compromised Linux host. The attackers have encrypted a critical system log and left behind the encryption utility they used. Your job is to reverse engineer their utility, crack the encryption, an"
feal-linear-cryptanalysis,6,task_005717_65ce042f,TMax-15K,4,5,4,4,C++ KPA recovering a 32-bit cipher state from a plaintext prefix and bulk-decrypting the remainder; same search-and-verify loop.,"You are a forensics analyst investigating a compromised Linux host. You have secured a directory containing evidence at `/home/user/evidence/`. Inside this directory, you will find: 1. `dropper.elf`: The malicious executable recovered from "
feal-linear-cryptanalysis,7,task_000690_9d6ed460,TMax-15K,4,5,3,4,Solves algebraically for three cipher parameters from known plaintext instead of searching; the analytic half of a key-recovery attack.,You are an incident responder investigating a recent breach on a Linux web server. The attacker left behind an encrypted payload and a custom Python module used for their Command and Control (C2) communications. They appear to be looking fo
feal-linear-cryptanalysis,8,task_008487_13cee364,TMax-15K,4,4,3,4,"Derives keystream bytes from a known header, then derives the cipher's unknown constants mathematically before decrypting.",You are a network engineer analyzing intercepted telemetry traffic from a compromised IoT device. You have been provided with a binary capture file located at `/home/user/traffic.bin`. Through preliminary reverse engineering of the device's
feal-linear-cryptanalysis,9,task_006795_2e1938f5,TMax-15K,4,4,3,4,Reads the cipher's Rust source and brute-forces a 16-bit seed; the reduced-seed hint in the FEAL prompt maps directly onto this.,You are a penetration tester performing a vulnerability assessment on a compromised host. You have discovered a proprietary logging system that the attackers are using to hide their intrusion detection logs. You found the source code for th
feal-linear-cryptanalysis,10,borgbackup__borg-8872,SWE-Rebench-Tasks-Clean,4,4,2,4,XOR-seed cancellation in a rolling buzhash needs the same XOR/rotation algebra and S-box reasoning a Feistel linear approximation demands.,A git repository with the project this issue is about is checked out somewhere under / (commonly /<project-name>). Find it and work there. Buzhash xor-seed requires odd hash-window The **buzhash chunker** allows the user to specify a custom
filter-js-from-html,1,task_004544_3403e2f6,TMax-15K,5,5,5,5,"Its deliverable is a CLI sanitizer that HTML-encodes <script>/javascript: without touching safe characters, graded on thousands of payloads.","You are acting as a network security engineer investigating a recent breach. We have intercepted a screen recording of the attacker's terminal during the attack, but the network traffic was encrypted using a proprietary, internally develope"
filter-js-from-html,2,task_005319_0d19e265,TMax-15K,5,5,4,5,Filter must reject every HTML-tag and javascript: payload while preserving the clean corpus perfectly - the same two-sided grading.,"You are a localization engineer managing the data processing pipeline for a new application. Your workflow involves receiving translated CSV files, validating them, processing them, and loading them into a local Translation Memory (TM) serv"
filter-js-from-html,3,mozilla__bleach.73871d76.pr_694,SWE-Smith-Seeds-Clean,5,5,2,5,Bug in the canonical Python HTML sanitizer about escaping unknown tags instead of emitting them; that call is filter.py's core decision.,"# HTML_TAGS should be a frozenset not a list ## Description I found an issue when using the linkify function with certain HTML tags. When trying to process text containing HTML-like elements, the linkifier is not properly handling them. Con"
filter-js-from-html,4,mozilla__bleach.73871d76.lm_rewrite__elrad8s4,SWE-Smith-Seeds-Clean,4,5,2,4,"Entities inside anchors must round-trip through bleach unchanged, the same preserve-everything-else constraint in the same library.","### [Bug]: HTML Entities Not Properly Handled in Anchor Tags #### Description I've encountered an issue with the handling of HTML entities within anchor (`<a>`) tags. When using the `linkify` function, entities that are supposed to remain u"
filter-js-from-html,5,task_007206_2ea22c7f,TMax-15K,4,5,3,4,Bypasses a filter that strips only <script> and javascript: with <svg onload=...>; teaches the vectors an incomplete JS filter leaves open.,"You are a red-team operator testing a custom, lightweight web daemon written in C. The target daemon is running locally and simulates a restricted environment with custom token validation, a basic web application firewall (WAF) for XSS, and"
filter-js-from-html,6,mozilla__bleach.73871d76.lm_rewrite__6c10rrw7,SWE-Smith-Seeds-Clean,4,5,2,4,URL scheme parsing for non-special schemes is wrong; deciding whether an href is javascript: depends on exactly this.,"Hi, I've encountered an issue with the `urlsplit` function in the `bleach` library after a recent update. It seems that URLs with non-standard schemes are not being parsed correctly. Specifically, when using a URL with a non-special scheme,"
filter-js-from-html,7,task_003406_2bceda61,TMax-15K,4,5,4,4,Builds a pipeline on the bluemonday HTML sanitizer to strip markup from text while keeping the content intact.,"You are an AI assistant helping a Machine Learning Engineer prepare text training data for an embedding model. The engineer needs a fast Go pipeline to sanitize HTML from text files, filter out anomalous data, compute a mock embedding to ve"
filter-js-from-html,8,pallets__markupsafe.620c06c9.func_basic__09grfhrm,SWE-Smith-Seeds-Clean,4,5,2,4,"HTML escaping emits the wrong entity, framed explicitly as an XSS regression; the escape table must be exactly right.",### Incorrect HTML Escaping in `_escape_inner` Function #### Description It seems that the `_escape_inner` function in `markupsafe._native` is not escaping HTML characters correctly. The function is expected to replace certain characters wi
filter-js-from-html,9,task_001552_87d83871,TMax-15K,4,4,4,4,A stdin filter that URL-decodes then strips the literal <script>; repairing it surfaces the decode-then-filter bypass a real sanitizer must close.,"We are porting a legacy web-security tool into a minimal container environment. As part of this effort, we need to replace an old, stripped binary payload sanitizer (`/app/legacy_sanitizer`) with a newly written version from source, because"
filter-js-from-html,10,task_003328_31c8a848,TMax-15K,4,5,3,4,"Parses HTML with beautifulsoup4 and maps elements to Markdown, forcing real tree traversal rather than tag regexes.","You are an AI assistant helping a technical writer migrate a massive collection of legacy documentation into a unified, optimized custom archive. Your environment contains the following: 1. `/home/user/docs_data.sqfs`: A SquashFS filesystem"
financial-document-processor,1,task_003095_da0071dc,TMax-15K,5,5,4,5,"OCRs a scanned receipt, then aggregates money amounts per key into a summary.csv with fixed headers and 2-decimal rounding.",You are tasked with helping a data scientist clean and process a messy transaction log dataset to calculate merchant totals for a specific tax region. Here is what you need to do: 1. **Information Extraction**: There is a scanned receipt im
financial-document-processor,2,task_001480_4c46ce75,TMax-15K,5,5,4,5,"OCRs a scanned business document, cleans noisy OCR output and turns each line into structured records plus a formatted report.","I need you to automate our incoming inventory matching workflow. We receive scanned shipping manifests as images, and we need to match the items listed on them to our master product catalog. Here is what you need to do: 1. Extract the text "
financial-document-processor,3,task_003391_f8b99429,TMax-15K,4,4,5,4,"OCRs a value from an image then batch-walks a directory, computing per-file values into an exactly formatted output, graded on 100 hidden files.","You are a container specialist managing a fleet of microservices backed by QEMU virtual machines. Your team uses a dashboard to monitor storage quotas, but the alerting system is currently down. You only have a screenshot of the recent stor"
financial-document-processor,4,jsvine__pdfplumber.02ff4313.func_pm_ctrl_invert_if__tv5b85l9,SWE-Smith-Seeds-Clean,4,5,2,4,Layout-preserving PDF text extraction is broken; that mode is what keeps an invoice's 'Total' label attached to its number.,"Text extraction with layout fails when layout_width_chars is not provided #### Description When using `extract_text(layout=True)` without specifying `layout_width_chars`, the function raises a `ValueError` about `layout_width` and `layout_w"
financial-document-processor,5,task_000226_06e3f1db,TMax-15K,4,4,4,4,"OCRs a scanned spec sheet for numeric parameters and applies them row by row to a CSV, emitting a structured result.",You are a data engineer for an industrial IoT company building a high-performance ETL pipeline. We are migrating our quality control anomaly detection system to Rust. You have been given two inputs: 1. A large historical dataset of sensor r
financial-document-processor,6,task_003477_1cf03465,TMax-15K,4,3,5,4,"Classifies each file by inspecting its content and moves each class into its own subdirectory, flattening as it goes.","You are a technical writer tasked with organizing a disorganized, compressed dump of legacy documentation from various company departments. The raw files are provided in a compressed archive at `/home/user/raw_docs.tar.gz`. Your goal is to "
financial-document-processor,7,jsvine__pdfplumber.02ff4313.func_pm_ctrl_shuffle__umw5eacx,SWE-Smith-Seeds-Clean,4,5,2,4,Table cell construction in pdfplumber is broken; recovering an invoice's line-item table depends on exactly this code.,"Table extraction fails with UnboundLocalError on edges_to_set function #### Description When extracting tables from PDFs, the code throws an `UnboundLocalError: local variable 'edges_to_set' referenced before assignment` error. This happens"
financial-document-processor,8,task_002266_d750b211,TMax-15K,4,5,3,4,OCRs a scanned financial mandate for its numeric constraints and then applies them over transaction data.,You are acting as a technical assistant to a compliance officer auditing a suspected money laundering network. We have a scanned mandate at `/app/audit_policy.png`. Extract the constraints from this image (using OCR tools like `tesseract`) 
financial-document-processor,9,tw_288787,TerminalWorld-Seeds-Clean,4,4,4,4,"Decides which files in a mixed directory are really PDFs from content, not extension - the first step of this pipeline.",Examine the files in the `/app/elfUfiles` directory and identify which ones are actually PDF files (regardless of their filename or extension). Write the names of all PDF files found — one per line — to `/app/result.txt`.
financial-document-processor,10,jazzband__tablib-456,SWE-Rebench-Tasks-Clean,4,5,2,4,"Handles the ragged CSV that PDF table extractors emit, where trailing cells are simply absent - a direct hazard for an invoice summary.",A git repository with the project this issue is about is checked out somewhere under / (commonly /<project-name>). Find it and work there. Support importing ragged CSV text into a Dataset Right now Dataset._validate prevents importing data 
fix-code-vulnerability,1,task_009880_c77d5d17,TMax-15K,5,5,5,5,"Identify the vulnerable Python web file, write its CWE to a report, and patch input validation to reject unsafe input - the entire find-report-fix pipeline.",You are an incident responder investigating a security issue in a Python web application. Users have reported being redirected to malicious domains immediately after logging in. You have been provided with the current production application
fix-code-vulnerability,2,bottlepy__bottle.a8dfef30.func_pm_remove_cond__0zlkz504,SWE-Smith-Seeds-Clean,5,5,3,5,"In bottle.py itself, malformed multipart input is silently processed and must instead raise MultipartError - the same file and the exact raise-on-invalid-input fix.","Multipart parser doesn't validate Content-Length header When processing multipart form data, the parser no longer validates that the actual body size matches the Content-Length header specified in individual parts. This allows malformed req"
fix-code-vulnerability,3,task_000862_b2327d41,TMax-15K,4,5,5,5,Classifies web-service vulnerabilities into a JSON report keyed by a cwe_id list - the exact report format and classification step this task requires.,You are a network security engineer investigating suspicious activity on a Linux server. You have been provided with a network traffic capture log and the source code for a suspected rogue web service found on the machine. Your objectives a
fix-code-vulnerability,4,mahmoud__glom.fb3c4e76.pr_262,SWE-Smith-Seeds-Clean,4,4,4,4,"A genuine CWE-502 security fix (yaml.load to yaml.safe_load); identify a named weakness in a library and patch it, the core capability.",# Security vulnerability in YAML loading I found a security issue in the glom CLI when processing YAML files. The CLI is using `yaml.load()` instead of `yaml.safe_load()` which creates a potential security vulnerability. When using the CLI 
fix-code-vulnerability,5,task_003657_4ca05b86,TMax-15K,4,5,4,4,Remediate XSS and command injection in a Python web tool by escaping input and using shell=False; identify-and-patch a CWE in web code.,"You are a network engineer tasked with inspecting traffic logs using a custom Python script provided by a junior colleague. The script, located at `/home/user/log_analyzer.py`, reads a JSON traffic log from `/home/user/traffic_logs.json` an"
fix-code-vulnerability,6,benoitc__gunicorn.bacbf8aa.pr_2927,SWE-Smith-Seeds-Clean,4,5,4,4,The HTTP parser must raise specific exceptions per class of invalid request instead of failing unexpectedly; robust request-parse error handling in a WSGI server.,"### Issue: HTTP Parser Fails with Invalid Requests #### Description After applying the recent patch, it seems that the HTTP parser is encountering issues when processing certain invalid requests. The parser is expected to handle these grace"
fix-code-vulnerability,7,task_000603_8958d7f1,TMax-15K,4,4,5,4,"Identify the command-injection CWE, write the CWE id to a file, and produce a patched script that blocks injection while still working.",You are an incident responder investigating a compromised web server. The system owner noticed unusual behavior and provided you with two files: 1. `/home/user/access.log`: The web server access log. 2. `/home/user/search.cgi`: The Bash-bas
fix-code-vulnerability,8,arrow-py__arrow.1d70d009.func_pm_ctrl_shuffle__vaslaiy9,SWE-Smith-Seeds-Clean,4,2,4,4,validate_ordinal raises ValueError where it should raise TypeError on a non-integer - precisely the 'correct type of error on invalid input' fix.,"validate_ordinal raises ValueError before checking type Description The validate_ordinal function in arrow/util.py is checking the ordinal range before validating the input type, causing incorrect error messages when non-integer values are "
fix-code-vulnerability,9,task_005104_c7706ff3,TMax-15K,3,5,3,4,Find and fix the deliberately broken code path in the same bottle.py framework and reinstall it; same file and framework as the target.,You are a data scientist tasked with building a predictive API for server latency. You have a raw dataset of server metrics in `/home/user/data/server_metrics.csv`. Your objectives: 1. **Data Cleaning & Feature Engineering:** - Load `/home/
fix-code-vulnerability,10,pylons__waitress-124,SWE-Rebench-Tasks-Clean,4,5,3,4,CRLF injection through status line and header names in a WSGI server (CWE-93); a header-injection web vulnerability to identify and fix.,A git repository with the project this issue is about is checked out somewhere under / (commonly /<project-name>). Find it and work there. HTTP Response Splitting - Status/Header Names #117 was about HTTP response splitting in header values
fix-git,1,rts_task_409f0bfc2d21112b81ef04fc,Recursive-Task-Synthesis,5,5,4,5,Recovers a lost commit reference solely from the reflog and reconciles master - the exact reflog-to-find-stranded-commits skill the detached-HEAD recovery needs.,"In the repo at /root/git-katas/rebase-branch, bring the `uppercase` branch onto `master` with a clean, linear history (no merge commits). Initialize the kata environment, then rebase `uppercase` onto `master` and fast-forward `master` to ma"
fix-git,2,tw_241831,TerminalWorld-Seeds-Clean,4,5,4,4,Extracts every change a branch made since it diverged and re-applies them onto a new branch; git surgery to move stranded work onto a branch.,"In the current Git repository, extract all changes introduced in the `JCH_8237` branch since it diverged from the main branch. Create a new branch named `JCH_8237_version_daron` from the main branch and apply all of these extracted changes "
fix-git,3,tw_590773,TerminalWorld-Seeds-Clean,4,5,4,4,Cherry-picks a specific commit by hash onto the current checkout and verifies it - bringing a single stranded commit onto a branch.,"Cherry-pick commit `f2de8475fc4703d03a2ecc2cda627b017202e623` from the upstream `rust-windowing/winit` repository into the local Cargo-managed checkout of neovide's forked `winit` dependency, then verify the patched neovide still builds and"
fix-git,4,rts_task_8535af318208ec7e4cbdd873,Recursive-Task-Synthesis,4,5,4,4,Inspects history to find the commit that added a deleted file and restores it; recovering lost content from git objects.,"Recover the deleted `spec/intersections.js` from Git history. Start by inspecting the repository’s history to locate the commit that added the file, then restore it. Using the restored spec and the `extra-iterable` package (already installe"
fix-git,5,tw_590222,TerminalWorld-Seeds-Clean,4,5,4,4,"Rebases a branch onto master and fast-forwards master to include it - integrating recovered work into master, the merge half of this task.",Rebase the `uppercase` branch onto `master` and fast-forward `master` to include those changes in the repository at `/root/git-katas/rebase-branch`. The kata environment must be initialized before any git operations are performed. After com
