tb21_id,rank,task_id,source,skill,domain,task_form,overall,reason,preview
extract-moves-from-video,7,task_004253_a219ac05,TMax-15K,4,5,4,4,Low-framerate console recording as the sole record; forces sensible frame sampling under dropped content.,"A critical server experienced a catastrophic failure. The logging daemon crashed prior to the incident, and the only surviving record of the system's final moments is a low-framerate screen recording of the console monitor captured by an ex"
extract-moves-from-video,8,rts_task_7eefa8c4246cf6df33bd2f2a,Recursive-Task-Synthesis,4,4,4,4,Separate the user's typed commands from tool output in a session transcript by prompt prefix; the Zork half exactly.,"The file `/app/session.txt` contains a spoticli interactive session transcript. Lines beginning with the prompt `spoticli ~\$ ` record commands the user typed. Produce a cleaned list of playback-control commands at `/app/result.txt`, one pe"
extract-moves-from-video,9,file-operations_20260610_111702_003,CalibForge,5,4,4,4,Transcribe monospaced source code out of a screenshot; the OCR-fidelity problem with no room for near-misses.,I took a screenshot of my C calculator project source code before my machine crashed. The screenshot is at /app/backup.png. Now I need to recover the project from this image. The project is a simple integer calculator that evaluates arithme
extract-moves-from-video,10,tw_345797,TerminalWorld-Seeds-Clean,4,4,4,4,Pull the commands the user typed out of a CLI session transcript identified by its prompt marker.,A spoticli CLI session transcript is stored at `/app/session.txt`. Each line starting with `spoticli ~$ ` shows a command the user typed at the prompt. Parse the transcript and extract the music playback control commands — those that seek t
feal-differential-cryptanalysis,1,mathematics_20260602_105139_001,CalibForge,5,5,5,5,Linear cryptanalysis of a 4-round SPN recovering named final-round-key bits as an attack module; the same attack genre and the same deliverable.,The file /app/spn_cipher.py implements a 4-round SPN block cipher. The file /app/spn_data.py contains 2500 known plaintext-ciphertext pairs encrypted under a fixed unknown key. Implement a linear cryptanalysis attack that recovers the 8 bit
feal-differential-cryptanalysis,2,mathematics_20260606_172622_001,CalibForge,5,5,5,5,4-round Feistel with an AES GF(256) S-box round function; recover the round-key bytes from a few pairs by exploiting Feistel structure. FEAL's exact structure; delivered as recover_key().,The file `/app/cipher.py` implements a 4-round Feistel cipher over bytes. The cipher operates on 2-byte blocks using a 4-byte key (one byte per round). The round function uses an S-box based on multiplicative inversion in GF(256) followed b
feal-differential-cryptanalysis,3,mathematics_20260514_011125_001,CalibForge,5,5,5,5,"Implement Heys' linear cryptanalysis: build the LAT, query the encrypt oracle, score 256 candidate K5 nibbles by bias, under a wall-clock budget. Differential's textbook sibling as attack(encrypt_fn).","The file `/app/spn.py` implements a 4-round 16-bit Substitution-Permutation Network (SPN) cipher following Howard Heys' tutorial design. The cipher uses five independent 16-bit subkeys (K1, K2, K3, K4, K5) where each round applies key mixin"
feal-differential-cryptanalysis,4,task_000543_f14bdc85,TMax-15K,4,5,3,4,Requires performing an actual differential cryptanalysis check to demonstrate a cipher's weakness - the named technique.,"You are a DevSecOps engineer implementing ""policy as code"" for a new logging pipeline. A developer has submitted a custom encryption utility for securing sensitive logs, but it has not been vetted. Your objective is to write and execute a B"
feal-differential-cryptanalysis,5,task_001371_86b003c8,TMax-15K,4,4,4,4,"Exhaust a 16-bit seed space against a known plaintext, written in C for speed; mirrors the 16-bit-seed hint and the time budget.","You are an incident responder investigating a recent data breach. The attacker exfiltrated a sensitive file, but they encrypted it using a custom lightweight C program before transferring it out. We managed to intercept the encrypted file, "
feal-differential-cryptanalysis,6,task_000411_2d024b4b,TMax-15K,4,5,4,4,Reverse a weak custom block cipher from its validator and implement the exact inverse; round-structure comprehension end to end.,You are a security engineer tasked with rotating the TLS credentials for a legacy internal service. The service relies on a custom authentication mechanism to authorize certificate rotations. The previous engineer left behind the source cod
feal-differential-cryptanalysis,7,mathematics_20260510_005520_001,CalibForge,4,4,5,4,"Recover a PRNG's internal state from its outputs and predict the next, returned from attack() - identical module-and-function contract.",The file `/app/prng.py` contains a sequence of 20 numbers generated by an unknown pseudo-random number generator. Analyze the sequence to recover the generator's internal state and predict the next number in the sequence. Implement your sol
feal-differential-cryptanalysis,8,task_000690_9d6ed460,TMax-15K,4,4,4,4,"Known-plaintext recovery of an LCG's seed, multiplier and increment; solving for hidden parameters from observed ciphertext.",You are an incident responder investigating a recent breach on a Linux web server. The attacker left behind an encrypted payload and a custom Python module used for their Command and Control (C2) communications. They appear to be looking fo
feal-differential-cryptanalysis,9,mathematics_20260610_112157_001,CalibForge,4,4,4,4,Break Merkle-Hellman by reading the construction and implementing the published attack against it - same implement-an-attack genre.,"Break the Merkle–Hellman knapsack cryptosystem. The file `/app/knapsack.py` implements the Merkle–Hellman public-key cryptosystem — an early asymmetric scheme based on the subset sum problem. The implementation provides key generation, encr"
feal-differential-cryptanalysis,10,task_001319_7fb21e9a,TMax-15K,4,5,3,4,"The cipher must pass a linear-cryptanalysis check in verification, so you have to reason about its bias, not just make it run.",You have been hired as a security auditor to review and fix a vulnerable multi-service architecture located in `/home/user/app`. The system consists of an Nginx reverse proxy serving HTTPS and a backend authentication service written in C l
feal-linear-cryptanalysis,1,mathematics_20260602_105139_001,CalibForge,5,5,5,5,Linear cryptanalysis of a 4-round SPN recovering round-key bits from known pairs; the same attack the TB2.1 task asks for,The file /app/spn_cipher.py implements a 4-round SPN block cipher. The file /app/spn_data.py contains 2500 known plaintext-ciphertext pairs encrypted under a fixed unknown key. Implement a linear cryptanalysis attack that recovers the 8 bit
feal-linear-cryptanalysis,2,mathematics_20260606_172622_001,CalibForge,5,5,4,5,"4-round Feistel, one key byte per round, recovered from 3 known pairs by meet-in-the-middle: the FEAL round-key structure itself.",The file `/app/cipher.py` implements a 4-round Feistel cipher over bytes. The cipher operates on 2-byte blocks using a 4-byte key (one byte per round). The round function uses an S-box based on multiplicative inversion in GF(256) followed b
feal-linear-cryptanalysis,3,task_001946_12623d4f,TMax-15K,5,5,4,5,"Read a C++ cipher's source, recover its key from intercepted plaintext-ciphertext pairs, then use the key; strong verifier",You are an incident responder investigating a potential breach on a Linux system. You have discovered a rogue C++ authentication tool left behind by the threat actor in `/home/user/investigation/`. The attacker used this tool to generate ac
feal-linear-cryptanalysis,4,mathematics_20260606_172606_002,CalibForge,5,5,5,5,"Attack a C-implemented LFSR combiner from 2000 known pairs, recover seeds, decrypt 100 ciphertexts to a file","I've been analyzing a stream cipher that combines three linear feedback shift registers (LFSRs) with a nonlinear Boolean function. The implementation is in /app/stream.c. During a penetration test, I captured 2000 bytes of known plaintext-c"
feal-linear-cryptanalysis,5,mathematics_20260514_011125_001,CalibForge,5,5,4,4,"Heys SPN linear cryptanalysis end to end: build the LAT, pile up a bias-1/32 trail, partially decrypt, pick the max-bias K5 nibbles.","The file `/app/spn.py` implements a 4-round 16-bit Substitution-Permutation Network (SPN) cipher following Howard Heys' tutorial design. The cipher uses five independent 16-bit subkeys (K1, K2, K3, K4, K5) where each round applies key mixin"
feal-linear-cryptanalysis,6,mathematics_20260601_053159_002,CalibForge,5,5,4,4,"Compile a C keystream generator, recover its hidden state from one known pair, then predict subsequent output",The file /app/stream.c implements a keystream generator. /app/known.txt contains one known plaintext and its ciphertext as bit strings (500 bits each). /app/ciphertext.txt contains additional ciphertext bits produced by the same generator i
feal-linear-cryptanalysis,7,task_001904_f82f3bc6,TMax-15K,5,4,3,4,Uses a logged known plaintext-ciphertext pair to mount a linear/algebraic attack on a custom cipher and decrypt the secret,"You are acting as a penetration tester and security auditor. A staging environment for a ""Secure File Vault"" application has been deployed to `/app/` on this machine. Your job is to audit the application, identify and fix vulnerabilities, e"
feal-linear-cryptanalysis,8,mathematics_20260510_062946_001,CalibForge,4,5,4,4,Recovers LFSR seed and taps from known pairs and decrypts the unknown entry; parameter recovery from observed pairs,A stream cipher implementation using a Linear Feedback Shift Register (LFSR) is provided in `/app/cipher.py`. The LFSR uses a 32-bit seed and a set of tap positions to generate a keystream. The file `/app/ciphertexts.json` contains several 
feal-linear-cryptanalysis,9,task_001371_86b003c8,TMax-15K,4,5,4,4,"C decryptor that searches a deliberately weak seed keyspace using known plaintext, mirroring the 20-bit round-key seed","You are an incident responder investigating a recent data breach. The attacker exfiltrated a sensitive file, but they encrypted it using a custom lightweight C program before transferring it out. We managed to intercept the encrypted file, "
feal-linear-cryptanalysis,10,mathematics_20260606_153537_002,CalibForge,4,4,5,4,"Compile the supplied C crypto utility, break the key, and write every recovered plaintext block out, exactly the FEAL deliverable","The files in /app implement the Merkle-Hellman knapsack cryptosystem: - `knapsack.c` — source code for encryption and decryption - `pubkey.txt` — the public key (24 integers, one per line) - `ciphertexts.txt` — 40 encrypted 24-bit blocks (o"
filter-js-from-html,1,security_20260430_081156_003,CalibForge,5,4,5,5,"Same instruction template: CLI file argument, in-place edit, neutralise every dangerous tag form, preserve all legitimate content and formatting",Create a Python file `/app/yaml_sanitizer.py` that sanitizes untrusted YAML files to prevent Python object deserialization attacks. The script should: - Accept a YAML file path as a command-line argument - Modify the file in-place to neutra
filter-js-from-html,2,security_20260509_202829_001,CalibForge,5,5,3,5,"Defeat an HTML sanitizer that strips script tags, event handlers and javascript: URLs; teaches the comment-parsing gap a filter must close","A web application uses `/app/sanitizer.py` to sanitize user-provided HTML before rendering it in pages. The sanitizer attempts to remove dangerous elements like `<script>`, event handlers, and JavaScript URLs. Usage: `python /app/sanitizer."
filter-js-from-html,3,task_06939,Terminal-Lego-15k,5,5,4,4,"Whitelist safe tags, strip every on* event-handler attribute and javascript: URL from href/src; the same removal rules filter.py needs","# Task: PHP User Input Sanitization Utility ## Description Create a PHP utility class and script that properly sanitizes user input against **SQL injection** and **XSS (Cross-Site Scripting)** attacks, while still allowing a configurable wh"
filter-js-from-html,4,task_07072,Terminal-Lego-15k,5,5,3,4,"Enumerate 15+ XSS vectors (malformed tags, null bytes, encodings, whitespace) and prove whether a tag stripper survives them",# Task: Analyze strip_tags() Security Against XSS Attacks ## Objective Investigate whether PHP's `strip_tags()` function (without the `allowable_tags` parameter) is vulnerable to XSS (Cross-Site Scripting) or other injection attacks. Create
filter-js-from-html,5,task_000699_8860634f,TMax-15K,4,5,4,4,Implement a message sanitizer against XSS and command injection to an exact rule list and make it compile and pass,"You are an open-source maintainer reviewing a pull request for a C++ WebSocket server. The PR attempts to introduce a sanitization step for incoming text messages to prevent XSS and command injection, but the code does not compile and the l"
filter-js-from-html,6,buriy__python-readability.40256f40.func_basic__kjp0xgsf,SWE-Smith-Seeds-Clean,4,5,3,4,Fix clean_attributes so attribute stripping stops corrupting the surrounding HTML; remove-some-attributes-keep-the-document is the TB2.1 constraint,"HTML attribute cleaning produces malformed output #### Description The `clean_attributes` function in `readability/cleaners.py` is producing malformed HTML output. When processing HTML with attributes, the function appears to be reversing t"
filter-js-from-html,7,task_06389,Terminal-Lego-15k,4,4,4,4,"Remove only the attributes the document does not need, decided by scanning the content, without reordering or normalising anything else","# Task: SVG Attribute Cleaner ## Background SVG elements can include various attributes such as `xmlns`, `version`, `xmlns:xlink`, `xml:space`, etc. However, not all of these are necessary depending on the context: - **Standalone SVG files*"
filter-js-from-html,8,task_000707_1b3b8e20,TMax-15K,4,5,3,4,Implement HTML entity encoding for a reflected-XSS endpoint; the escaping primitive any JS-removal filter rests on,You are a compliance analyst responsible for securing a custom internal web server and generating a remediation audit trail. The source code for the server is located at `/home/user/src/server.cpp`. It relies on the `cpp-httplib` header (lo
filter-js-from-html,9,pallets__markupsafe.620c06c9.pr_418,SWE-Smith-Seeds-Clean,4,5,3,4,striptags() must also remove HTML comments; comment handling is a classic hole in naive JavaScript filters,"Markup.striptags: comments now get replaced with a space In 2.1.4, if `Markup.striptags` is called, the comment gets replaced by a space. In versions before that it's completely removed from the output. Test case to reproduce: ``` import un"
filter-js-from-html,10,security_20260614_141608_001,CalibForge,4,4,4,4,"A /app/filter.py that must catch hex, decimal and octal obfuscations; the same 'did you cover every representation' discipline","There's a `/app/filter.py` script that validates URLs before they're fetched by an internal service. It blocks URLs that point to `localhost`, `127.0.0.0/8`, or use obfuscated IP representations (hex, decimal, octal) to prevent SSRF attacks"
financial-document-processor,1,personal-assistant_20260617_210354_001,CalibForge,5,5,5,5,"OCR'd receipts plus statements reconciled into a CSV with exactly-named columns; extract amounts, classify categories, apply written rules","I just got back from a business trip to San Francisco (June 10-14, 2024) and need to submit my expense report. I have three data sources that need to be reconciled: **1. `/app/manual_expenses.csv`** — Expenses I tracked manually during the "
financial-document-processor,2,file-operations_20260614_141608_003,CalibForge,5,5,4,5,"Scanned PDF with text only in images: OCR every record, map ids to categories, aggregate revenue totals to an exact schema","The PDF at /app/sales_report.pdf is a scanned document — the text is in embedded images, not selectable. It contains sales records for 2023 and 2024, plus a product catalog. Extract all the data and create /app/report.json with: - ""total_re"
financial-document-processor,3,file-operations_20260416_172928_003,CalibForge,4,4,5,4,"Detect real PDFs by content not extension, place them in a directory and list them; the classify-and-move half of the TB2.1 task",We received an archive file `incoming_archive.zip` from a partner organization. It contains various documents buried in multiple layers of nested archives using different compression formats. The archive structure has multiple branches - so
financial-document-processor,4,task_000298_bd10fc23,TMax-15K,4,3,5,4,Files lie about their type; classify by content and move only the genuine ones into the destination directory,You are an AI assistant helping a technical writer organize a messy export of documentation assets. The writer has a directory of raw files at `/home/user/docs_raw`. Many of the files have incorrect or missing extensions. You need to identi
financial-document-processor,5,task_002749_ce9fc4b8,TMax-15K,4,5,3,4,OCR an invoice summary image for its numeric limits and drive the downstream workflow off them; strong verifier,"You are an AI assistant acting as a FinOps analyst. Your goal is to optimize cloud costs by enforcing deployment policies, and to set up a secure local dashboard for approved configurations. You need to complete the following multi-stage wo"
financial-document-processor,6,jsvine__pdfplumber.02ff4313.func_pm_ctrl_invert_if__aoaoo8m3,SWE-Smith-Seeds-Clean,4,5,3,4,Debug pdfplumber's own open/repair path handling: the library a solver reaches for to read these PDFs,PDF repair function fails when passing file path as string or Path object #### Description The PDF repair functionality is broken when passing file paths as strings or Path objects. The function appears to be treating file paths as file-lik
financial-document-processor,7,task_001973_920dc987,TMax-15K,4,4,4,4,Digitising ETL that must read its schema and business rules off a scanned document before transforming the records,You are tasked with building a core component of our ETL pipeline for digitizing legacy scientific records. We have a scanned document containing the exact business logic and schema transformations required for our raw sensor data. This doc
financial-document-processor,8,data-processing_20260417_145736_002,CalibForge,4,4,4,4,Dedupe bank statements where near-duplicates come from OCR confusions; tolerating imperfect OCR of amounts is the crux,The finance team has exported transaction data from multiple sources for October 2024 reconciliation. The files are located in `/app/data/`: - `bank_statement_1.csv` - Bank statement from primary account - `bank_statement_2.csv` - Bank stat
financial-document-processor,9,task_04291,Terminal-Lego-15k,4,3,4,4,"Append a 'total' row to a table without breaking the other columns' types, which is literally summary.csv's last row",# Task: Add Total Row to Pandas DataFrame While Maintaining Data Types ## Description You need to write a Python script that adds a 'total' row to a Pandas DataFrame while maintaining the original data types of the columns. This is importan
financial-document-processor,10,file-operations_20260424_090344_004,CalibForge,4,5,3,4,Recover the real text layer of a badly redacted PDF; forces actual PDF text extraction rather than guesswork,A colleague received a PDF document that was supposed to be redacted before being shared externally. They suspect the redaction was done improperly and some sensitive information may still be recoverable from the file. Upon closer inspectio
fix-code-vulnerability,1,bottlepy__bottle.a8dfef30.func_pm_remove_cond__0zlkz504,SWE-Smith-Seeds-Clean,5,5,5,5,Same bottle.py: the multipart parser silently accepts a body larger than the declared Content-Length instead of raising MultipartError,"Multipart parser doesn't validate Content-Length header When processing multipart form data, the parser no longer validates that the actual body size matches the Content-Length header specified in individual parts. This allows malformed req"
fix-code-vulnerability,2,security_20260603_181444_004,CalibForge,5,5,5,5,"Identical deliverable: audit a Python app, write report.jsonl of file_path plus cwe_id, fix everything and pass pytest -rA","A security audit of the SecureNote application at `/app/` has flagged serious concerns. The application contains several Python modules handling authentication, token generation, email notifications, database access, and input validation. S"
fix-code-vulnerability,3,security_20260511_015840_004,CalibForge,5,5,5,5,"Python static-file library with a broken path-traversal check (CWE-22): identical report.jsonl schema, the same 'fix must raise an appropriate exception' clause, verified by pytest -rA. Team's top CalibForge match; now graded ok, not FREE.","A Python library for serving static files is located in `/app/staticfiles.py`. The library implements path traversal protection, but the security validation contains a flaw that could allow unauthorized file access. Analyze the code, identi"
fix-code-vulnerability,4,security_20260605_015435_004,CalibForge,5,5,5,5,"Must work out which CWE identifier applies rather than being told, then report it in report.jsonl and patch the code",You need to identify and fix a security vulnerability in the PipelineFlow codebase located at /app. PipelineFlow is a Python data processing pipeline manager used in production at several data analytics teams. A recent penetration test flag
fix-code-vulnerability,5,bottlepy__bottle.a8dfef30.func_pm_ctrl_shuffle__9nj3nop9,SWE-Smith-Seeds-Clean,4,5,5,5,bottle.py multipart parsing throws a bare AttributeError on a malformed part; exactly the wrong-exception-type failure mode named in the TB2.1 task,"Multipart parser fails with AttributeError when accessing content_type When parsing multipart form data, the multipart parser throws an `AttributeError: 'NoneType' object has no attribute 'get'` error when trying to access the content type "
fix-code-vulnerability,6,security_20260604_003814_004,CalibForge,5,5,5,5,"Confirm a password-reset token flaw, classify it by CWE, file report.jsonl and fix it; strong verifier under both gradings","Our password reset system has a security flaw that needs to be identified and fixed. The application is located in /app and implements a user password reset flow: users request a reset token, receive it, and use it to set a new password. A "
fix-code-vulnerability,7,security_20260606_153537_004,CalibForge,4,5,5,4,"Find all CWEs in an auth library's token generation and verification, report them in the same JSONL schema and fix them","A security audit has been requested for the TokenVault project located in /app. TokenVault is an enterprise API token management system written in Python. It provides token generation, verification, revocation, and persistence for authentic"
fix-code-vulnerability,8,bottlepy__bottle.a8dfef30.func_pm_ctrl_invert_if__37hgzfuo,SWE-Smith-Seeds-Clean,3,5,5,4,"Another defect in the same bottle.py file and test suite, in the resource path resolution that backs static file serving","ResourceManager.add_path() ignores index parameter when index is None #### Description When calling `ResourceManager.add_path()` with `index=None`, the method incorrectly inserts the path at the beginning of the path list instead of appendi"
fix-code-vulnerability,9,security_20260416_031414_004,CalibForge,4,5,5,4,"Library audit spanning ReDoS and subprocess execution, reported as report.jsonl and fixed in place","A security audit has identified that the ConfigForge configuration management library in `/app/configforge.py` contains multiple security vulnerabilities. Your task is to identify, document, and remediate all vulnerabilities. The ConfigForg"
fix-code-vulnerability,10,task_009880_c77d5d17,TMax-15K,4,5,3,4,Track down and close an open-redirect in a Python web application; the same identify-then-patch loop on framework code,You are an incident responder investigating a security issue in a Python web application. Users have reported being redirected to malicious domains immediately after logging in. You have been provided with the current production application
fix-git,1,task_11565,Terminal-Lego-15k,5,5,5,5,"Commits made in a detached HEAD are on no branch; find them and merge them into master, ending with master checked out",# Task: Merge Commits Made in a Detached HEAD State onto Master ## Objective You have a Git repository where commits were made while in a detached HEAD state. Your task is to merge those detached HEAD commits onto the `master` branch so tha
fix-git,2,task_11606,Terminal-Lego-15k,5,5,5,5,HEAD detached at a newer commit while refs/heads/master is stale; diagnose why the work is invisible and fold it into master,"# Task: Fix ""Everything up-to-date"" When Local Changes Exist ## Background You have a local git repository where commits have been made, but `git push origin master` reports ""Everything up-to-date"" even though the local HEAD differs from th"
fix-git,3,task_01865,Terminal-Lego-15k,5,5,4,5,Recovering from detached HEAD: branch before switching away and use reflog to find commits already dropped,"# Understanding and Recovering from Git Detached HEAD State ## Task Description You are a developer who has encountered a ""detached HEAD"" state in your Git repository. This is a common situation that can occur during various Git operations."
fix-git,4,task_10506,Terminal-Lego-15k,5,5,4,4,"Use git reflog and git fsck --lost-found to find where deleted branches pointed, then recreate them",# Task: Recover Deleted Git Branches from Reflog ## Background You are working with a Git repository where two remote-tracking branches (`contact_page` and `new_pictures`) were fetched from a remote but then accidentally deleted during a su
fix-git,5,task_11465,Terminal-Lego-15k,4,5,5,4,A commit landed on the wrong branch and has to be moved to the intended one without losing history,# Task: Fix a Commit Made to the Wrong Git Branch ## Description You have a Git repository where a commit was accidentally made to the `master` branch instead of the `upgrade` branch. Your task is to move the last commit from `master` to `u
fix-git,6,security_20260509_205636_006,CalibForge,5,5,3,4,"After git reflog expire --all plus git gc, recover content that no ref reaches any more; the hardest version of this skill",We had a security incident last week. One of our developers accidentally staged an AES-256 symmetric encryption key file in the repository at `/app/project`. They realized the mistake before committing and removed it from the staging area. 
fix-git,7,task_001466_99e645e3,TMax-15K,5,5,3,4,"Search reflogs, deleted commits and dangling blobs for a file reachable from no branch; the exact search the TB2.1 task needs","You are a DevOps engineer investigating a catastrophic failure in our custom distributed database. The system crashed, leaving behind corrupted journal files and a fragmented code repository. Your goal is to write a standalone Bash script a"
fix-git,8,software-engineering_20260503_182123_007,CalibForge,5,5,4,4,Commits dropped by git reset --hard HEAD~3 with a messy reflog; find them in the object store and graft them back onto main,I was working on a feature branch in `/app/project` and made several commits. Then I accidentally ran `git reset --hard HEAD~3` thinking I was on a different branch. Now I've lost those commits and `git log` doesn't show them anymore. The w
fix-git,9,file-operations_20260604_003113_005,CalibForge,4,5,4,4,"Interrupted rebase plus force-pushes: restore the main line and keep the unfinished feature work, leaving no dangling objects","The git repository at `/app/repo` is in a broken state after a series of mishaps: a disk error, an interrupted rebase, and some careless force-pushes. The working tree has important uncommitted changes that must be preserved. Your job: get "
fix-git,10,task_11392,Terminal-Lego-15k,4,5,4,4,Locate the dangling commit a dropped stash left behind and recover its diff; unreachable-object recovery in miniature,# Task: Recover a Dropped Stash in Git ## Objective Write a shell script that recovers a dropped (popped) git stash from a git repository. The script should find the lost stash commit and restore the stashed changes into a patch file. ## Ba
fix-ocaml-gc,1,software-engineering_20260604_003113_014,CalibForge,5,5,5,5,"Mark-and-sweep GC in a C interpreter crashes only under memory pressure; same runtime, same bug class, same debug loop.","I've been working on a mini Lisp interpreter in C (`/app/lisp.c`) with a mark-and-sweep garbage collector. The interpreter works fine for small programs — arithmetic, closures, recursion all seem correct. But whenever I try to run anything "
fix-ocaml-gc,2,software-engineering_20260607_104421_008,CalibForge,5,5,5,5,"I refactored the interpreter's memory management and the test suite broke - the TB2.1 premise almost verbatim, in Lua.","I've been refactoring some of the memory management code in the Lua interpreter and now the test suite is failing. I'm not exactly sure what I broke — some of the tests pass, others don't, and the failures seem inconsistent. The project is "
fix-ocaml-gc,3,software-engineering_20260604_002443_008,CalibForge,4,5,5,5,"Self-introduced Lua interpreter regression; build with make, run the suite, isolate the crashing construct. Strong verifier.","While making some changes to the Lua 5.4.7 interpreter, I accidentally introduced a regression. Now certain Lua programs that should work fine are crashing at runtime. The source code is in `/app/lua/`. Build with `make` in that directory. "
fix-ocaml-gc,4,software-engineering_20260510_142854_026,CalibForge,5,4,4,4,Boundary-tag implicit free list mis-splits blocks; free-list bookkeeping is exactly what the OCaml sweeping change corrupted.,I implemented a simple memory allocator in `/app/mm.c` using an implicit free list with boundary tags (headers and footers). It's meant to be a teaching implementation similar to the CSAPP malloc lab approach. The allocator passes basic tes
fix-ocaml-gc,5,software-engineering_20260414_091921_008,CalibForge,5,4,4,4,"Coalescing pool allocator crashes intermittently under stress - run-merging free blocks, reproduced only at scale.",I've been working on a memory pool allocator library for an embedded systems project. The library manages fixed-size memory pools with block coalescing to reduce fragmentation. The test suite crashes intermittently when running stress tests
fix-ocaml-gc,6,software-engineering_20260618_093107_008,CalibForge,4,5,5,4,My compiler refactor segfaults make test: fix a self-inflicted regression in a C compiler and get its suite green.,I've been refactoring the liveness analysis in the 9cc C compiler and now the test suite crashes with a segfault. Something in the compiler pipeline is broken. The source is in `/app/9cc/`. Build with `make` and run the tests with `make tes
fix-ocaml-gc,7,task_07249,Terminal-Lego-15k,5,4,4,4,Out-of-bounds write that only manifests at -O2; the optimisation-sensitive memory bug a hand-edited GC produces. Strong tests.,"# Task: Debug a C++ Program That Only Crashes When Compiled with Optimizations ## Background You have a C++ program that works correctly when compiled without optimizations (`-O0`, typical of debug builds) but crashes or produces incorrect "
fix-ocaml-gc,8,software-engineering_20260604_003814_004,CalibForge,5,4,4,4,Explicit free list with boundary-tag coalescing over a fixed heap - nearest analogue to compressing free space in the major heap.,The files `/app/myalloc.c` and `/app/myalloc.h` implement a custom memory allocator — a replacement for the standard `malloc` / `free` / `calloc` / `realloc` family. It manages a static 1 MiB heap using an explicit free list with boundary-t
fix-ocaml-gc,9,software-engineering_20260606_153537_008,CalibForge,4,5,5,4,Lua codegen regression reproducible only on specific expressions; narrow the failing construct inside a language implementation.,"I've been hacking on the Lua 5.4.7 interpreter, adding some experimental features to the code generator. Somewhere along the way I seem to have introduced a regression — certain Lua programs that use comparison operators inside table indexi"
fix-ocaml-gc,10,task_001917_a27a0211,TMax-15K,4,4,4,4,"Fix the broken Makefile, then find the memory bug that crashes the C binary on a malformed input - the build-then-debug sequence.",You are a security researcher analyzing a suspicious binary component extracted from a malware sample. The source code for this component has been partially recovered and is located in `/home/user/malware_analysis/`. When attempting to buil
gcode-to-text,1,file-operations_20260611_210349_004,CalibForge,5,4,5,5,"Raw byte dump reshaped into an image whose pixels spell a key: rasterise-then-read, the same two steps as this task.","I have a raw image data dump in `archive.bin`. It's a single-channel (grayscale) image stored as raw bytes, one byte per pixel (0=black, 255=white). There's no header — just the pixel data. The image contains text with an access key I need "
gcode-to-text,2,file-operations_20260604_002443_004,CalibForge,4,3,5,4,"A timed machine-command stream (MIDI events) that secretly spells text; interpret the commands, not the file's nominal purpose.","A colleague sent me a MIDI file called `encoded.mid`. When I play it, it sounds like random beeps and bloops — not musical at all. I think there might be a hidden text message encoded in the note data somehow. Extract whatever hidden messag"
gcode-to-text,3,file-operations_20260610_111012_004,CalibForge,4,3,5,4,"Make an unreadable artefact readable, then read the glyphs rendered inside it and write the exact string to /app/out.txt - this task's second half, same output contract.",I have a corrupted PNG file (`corrupted.png`) that I desperately need to recover. Image viewers refuse to open it — they all report checksum errors. The file contains important information rendered as text in the image itself. Can you repai
gcode-to-text,4,task_14037,Terminal-Lego-15k,4,4,4,4,Read characters out of a noisy rendered image and output the exact string - the recognition half of gcode-to-text.,# Task: CAPTCHA Recognition System Using OCR ## Background CAPTCHA (Completely Automated Public Turing test to tell Computers and Humans Apart) systems present distorted text images that are designed to be readable by humans but difficult f
gcode-to-text,5,task_001718_513bde5d,TMax-15K,3,5,3,4,Parses real G-code motion words and tracks the toolpath extent against machine limits; the only genuine G-code geometry task found.,"You are a developer tasked with organizing legacy manufacturing project files for a CNC shop. We recently upgraded our CNC machinery, and the old GCode files need to be audited to ensure they do not exceed the physical limits of the new mac"
gcode-to-text,6,pdfminer__pdfminer.six.1a8bd2f7.pr_887,SWE-Smith-Seeds-Clean,4,4,2,4,Text extraction from a page-description language fails on specific glyph layouts - recovering characters from drawing commands.,"**Text extraction fails with certain PDF files** **Describe the bug** When attempting to extract text from specific PDF files, the process fails unexpectedly. This issue seems to occur with PDFs that have complex character arrangements or n"
gcode-to-text,7,file-operations_20260616_094815_004,CalibForge,4,3,5,4,Infer an undocumented modulation scheme from an audio file and emit the message to /app/out.txt; guess-the-encoding under a one-string answer.,I recovered this audio file from an old cassette tape. It sounds like a modem or data transmission — there's definitely a text message encoded in the audio. Can you decode it? Write the message to /app/out.txt
gcode-to-text,8,file-operations_20260604_193056_004,CalibForge,4,3,4,4,Infer an undocumented binary record layout by anchoring on the few records you can already read - the format-inference core.,Our HR system crashed and the only thing we have left is a raw binary dump at `/app/employees.bin` and a partial text roster at `/app/roster.txt`. The text roster shows 5 employees with their correct data. The binary file contains the full 
gcode-to-text,9,file-operations_20260611_112034_004,CalibForge,4,3,4,4,Reconstruct a lost container format from magic bytes alone and reassemble the message spread across its entries.,"I found an old backup file called `data.ctnr` created by a legacy archiving tool. The file should contain a text message stored across multiple entries, but the original tool no longer runs on modern systems and I've lost the format documen"
gcode-to-text,10,task_000845_2fd86cc2,TMax-15K,3,5,3,3,Tokenise and rewrite G1 X/Y coordinate commands; G-code motion-word parsing with a strong verifier.,"You are helping a technical writer process and serve a batch of legacy manufacturing documentation. The system consists of a Python Flask backend and an Nginx reverse proxy, located in `/app/`. Your tasks are: 1. **Secure Nested Archive Ext"
