tb21_id,tb21_preview,rank,score,source,task_id,origin,text
filter-js-from-html,"Create a python file /app/filter.py that removes JavaScript from HTML files to prevent XSS attacks. You should preserve as much of the HTML as possible (e.g., preserve standard for",9,0.092989,Recursive-Task-Synthesis,rts_task_8a38b1df674df5a295bbd507,hf:Zhongzhi1228/Recursive-Task-Synthesis,"Clone, build, and install the `page-loader` Python tool from `git@github.com:AlexVSSP/python-project-51.git`.
Ensure the installed `page-loader` command is on your PATH (typical installation prefixes are `/usr/local/bin` and `/usr/bin`).
Use it to download `https://www.gov.uk`, capturing standard output to `/app/result.txt`.
Read the output directory from `/app/output_dir.cfg` and place the downloaded HTML file there.
After downloading, validate the HTML content using the rules in `/app/validation_requirements.md` and create `/app/validation.txt` containing `PASS` or `FAIL`.
Create `manifest.t"
filter-js-from-html,"Create a python file /app/filter.py that removes JavaScript from HTML files to prevent XSS attacks. You should preserve as much of the HTML as possible (e.g., preserve standard for",10,0.092005,Recursive-Task-Synthesis,rts_task_3496f3d0a5f8145225b3e226,hf:Zhongzhi1228/Recursive-Task-Synthesis,"Follow the workspace README to build the Sphinx HTML documentation.
Then, generate an integrity manifest containing SHA-256 hashes for every generated HTML file and place it inside the HTML output directory.
Serve the generated HTML locally via an HTTP server, probe at least three pages with a command-line HTTP client, and produce a validation report at `/media/sf_livro-de-soa/validation_report.txt` confirming key content was served successfully.
After the report is generated, run `/media/sf_livro-de-soa/validate_report.sh` to check the report; the script must exit successfully."
filter-js-from-html,"Create a python file /app/filter.py that removes JavaScript from HTML files to prevent XSS attacks. You should preserve as much of the HTML as possible (e.g., preserve standard for",11,0.091834,Recursive-Task-Synthesis,rts_task_2e8627d637927aba55061293,hf:Zhongzhi1228/Recursive-Task-Synthesis,"Download the web page at `https://www.gov.uk` using the `page-loader` command-line tool from the Python project at `git@github.com:AlexVSSP/python-project-51.git`.
Clone, build, and install the tool before use.
Redirect the tool's standard output into `/app/result.txt`.
The configuration file `/app/output_dir.cfg` defines where the downloaded HTML file must be saved.
Inspect that file, then make sure the HTML file ends up exactly in the directory it specifies.
After the download succeeds, produce a consistency report at `/app/consistency.txt` confirming that the HTML file exists at the configu"
filter-js-from-html,"Create a python file /app/filter.py that removes JavaScript from HTML files to prevent XSS attacks. You should preserve as much of the HTML as possible (e.g., preserve standard for",12,0.090307,SWE-Smith-Seeds-Clean,getmoto__moto.694ce1f4.pr_6927,/data/yichuan_wang/tmax-9b-centralia-mix-v2/data/sources/swesmith-58af1819/tasks/getmoto__moto.694ce1f4.pr_6927,"# HTML emails not working in SESv2 client

**Describe the bug**
When trying to send an HTML email using the SESv2 client, I get a KeyError: 'Text' error. The issue appears to be that the code is always trying to access the Text data even when sending HTML content.

**To Reproduce**
Steps to reproduce the behavior:
1. Create an SESv2 client
2. Try to send an email with HTML content

```python
import boto3

conn = boto3.client('sesv2', region_name='us-east-1')
kwargs = dict(
 FromEmailAddress='test@example.com', 
 Destination={'ToAddresses': ['test_to@example.com']}, 
 Content={
 'Simple': {
 'S"
filter-js-from-html,"Create a python file /app/filter.py that removes JavaScript from HTML files to prevent XSS attacks. You should preserve as much of the HTML as possible (e.g., preserve standard for",13,0.088327,TerminalWorld-Seeds-Clean,tw_94812,/data/yichuan_wang/tmax-9b-centralia/data/sources/tw-extract/tasks/tw_94812,"The working directory for this task is `/root/demo/gofmtbear`. A Go source file called `base64_decoder.go` exists there with Go code that may not conform to standard Go formatting conventions. Your goal is to run the `coala` static analysis tool with the `GofmtBear` bear against `base64_decoder.go` in non-interactive mode, and capture the complete output (both stdout and stderr) to `/app/result.txt`.

The file `/app/result.txt` must contain the full output produced by running `coala` with `GofmtBear` on `base64_decoder.go`. Any formatting issues or diagnostic messages reported by the bear shou"
filter-js-from-html,"Create a python file /app/filter.py that removes JavaScript from HTML files to prevent XSS attacks. You should preserve as much of the HTML as possible (e.g., preserve standard for",14,0.088074,Recursive-Task-Synthesis,rts_task_75596ffa4fb72f34db74eb76,hf:Zhongzhi1228/Recursive-Task-Synthesis,"Build the HTML documentation for the project in `/media/sf_livro-de-soa` using its Sphinx configuration.
If the build fails, diagnose and install any missing dependencies, then retry.
Once the documentation builds successfully, create a JSON report at `/tmp/build_report.json` describing every generated `.html` file: each entry must contain the file's relative path (from the HTML output directory) and its size in bytes."
filter-js-from-html,"Create a python file /app/filter.py that removes JavaScript from HTML files to prevent XSS attacks. You should preserve as much of the HTML as possible (e.g., preserve standard for",15,0.087303,SWE-Smith-Seeds-Clean,buriy__python-readability.40256f40.func_basic__kjp0xgsf,/data/yichuan_wang/tmax-9b-centralia-mix-v2/data/sources/swesmith-58af1819/tasks/buriy__python-readability.40256f40.func_basic__kjp0xgsf,"HTML attribute cleaning produces malformed output

#### Description

The `clean_attributes` function in `readability/cleaners.py` is producing malformed HTML output. When processing HTML with attributes, the function appears to be reversing the string and inserting hyphens where they shouldn't be, resulting in broken HTML structure.

#### Steps/Code to Reproduce

```python
from readability import Document

# Simple HTML with attributes
sample = '<h2><a href=""#""></a>foobar</h2>'
doc = Document(sample)
result = doc.summary()
print(""Result:"", result)
print(""Expected: <body id=\""readabilityBody\"">"
filter-js-from-html,"Create a python file /app/filter.py that removes JavaScript from HTML files to prevent XSS attacks. You should preserve as much of the HTML as possible (e.g., preserve standard for",16,0.086937,Recursive-Task-Synthesis,rts_task_fdf935e0fce21b18fca95b51,hf:Zhongzhi1228/Recursive-Task-Synthesis,"Set up and use the `page-loader` command-line tool from the Python project at `https://github.com/AlexVSSP/python-project-51.git`.
Clone the repository, build the tool, and install it.
Run `page-loader` against the URL `https://www.gov.uk`.
Capture its standard output into `/app/result.txt`.
The tool also saves a companion HTML file; that file must appear directly inside the `/app/` directory (not in any subfolder).
After the download completes, extract the page title (the text between `<title>` and `</title>`) from the saved companion HTML file and write it to `/app/title.txt`.
Finally, recor"
filter-js-from-html,"Create a python file /app/filter.py that removes JavaScript from HTML files to prevent XSS attacks. You should preserve as much of the HTML as possible (e.g., preserve standard for",17,0.086003,SWE-Smith-Seeds-Clean,mozilla__bleach.73871d76.lm_rewrite__elrad8s4,/data/yichuan_wang/tmax-9b-centralia-mix-v2/data/sources/swesmith-58af1819/tasks/mozilla__bleach.73871d76.lm_rewrite__elrad8s4,"### [Bug]: HTML Entities Not Properly Handled in Anchor Tags

#### Description

I've encountered an issue with the handling of HTML entities within anchor (`<a>`) tags. When using the `linkify` function, entities that are supposed to remain unescaped between the start and end tags of an anchor are not being processed correctly. This results in unexpected behavior where entities are not preserved as intended.

#### Steps to Reproduce

Here's a minimal example to demonstrate the issue:

```python
from bleach import linkify

# Input with HTML entities within an anchor tag
input_html = '<a href=""/"
filter-js-from-html,"Create a python file /app/filter.py that removes JavaScript from HTML files to prevent XSS attacks. You should preserve as much of the HTML as possible (e.g., preserve standard for",18,0.085528,SWE-Smith-Seeds-Clean,buriy__python-readability.40256f40.func_pm_remove_loop__mfnnma9q,/data/yichuan_wang/tmax-9b-centralia-mix-v2/data/sources/swesmith-58af1819/tasks/buriy__python-readability.40256f40.func_pm_remove_loop__mfnnma9q,"Content extraction broken in latest update

I noticed that the content extraction functionality in the `Document` class seems to be broken in the latest version. When trying to extract the main content from HTML pages, I'm getting empty or incomplete results.

For example, when I try to extract content from a simple HTML page:

```python
from readability import Document

html = """"""
<html>
 <body>
 <section>test section</section>
 <article class="""">
 <p>Lot of text here.</p>
 <div id=""advertisement""><a href=""link"">Ad</a></div>
 <p>More text is written here, and contains punctuation and dots.</p"
filter-js-from-html,"Create a python file /app/filter.py that removes JavaScript from HTML files to prevent XSS attacks. You should preserve as much of the HTML as possible (e.g., preserve standard for",19,0.085052,SWE-Smith-Seeds-Clean,mahmoud__boltons.3bfcfdd0.func_pm_remove_cond__46bizczi,/data/yichuan_wang/tmax-9b-centralia-mix-v2/data/sources/swesmith-58af1819/tasks/mahmoud__boltons.3bfcfdd0.func_pm_remove_cond__46bizczi,"HTML headers missing in Table output

I'm trying to use the Table class to generate HTML tables from dictionaries, but the headers are not showing up in the output.

For example, when I do:

```python
data_dicts = [{'id': 1, 'name': 'John Doe'}, {'id': 2, 'name': 'Dale Simmons'}]
table = Table.from_dict(data_dicts)
html_output = table.to_html()
```

The HTML output doesn't include the table headers ('id' and 'name'). The table body is generated correctly with all the data, but the header row is completely missing.

I expect the HTML output to include a `<thead>` section with the column headers"
filter-js-from-html,"Create a python file /app/filter.py that removes JavaScript from HTML files to prevent XSS attacks. You should preserve as much of the HTML as possible (e.g., preserve standard for",20,0.082731,Recursive-Task-Synthesis,rts_task_4d50e687e9f904a440b6d180,hf:Zhongzhi1228/Recursive-Task-Synthesis,"Clone, build, and install the `page-loader` tool from the Python project at `git@github.com:AlexVSSP/python-project-51.git`.
Use it to download `https://www.gov.uk`, capturing its standard output into `/app/result.txt`.
The workspace contains a configuration file that specifies where the resulting HTML should be placed; locate and follow it to guarantee the HTML file ends up in the correct directory."
filter-js-from-html,"Create a python file /app/filter.py that removes JavaScript from HTML files to prevent XSS attacks. You should preserve as much of the HTML as possible (e.g., preserve standard for",21,0.082715,TMax-15K,task_000699_8860634f,hf:allenai/TMax-15K,"You are an open-source maintainer reviewing a pull request for a C++ WebSocket server. The PR attempts to introduce a sanitization step for incoming text messages to prevent XSS and command injection, but the code does not compile and the logic is incomplete."
filter-js-from-html,"Create a python file /app/filter.py that removes JavaScript from HTML files to prevent XSS attacks. You should preserve as much of the HTML as possible (e.g., preserve standard for",22,0.08247,Recursive-Task-Synthesis,rts_task_b0ef6eacc3ab5a8573f11b5a,hf:Zhongzhi1228/Recursive-Task-Synthesis,"Convert a CV HTML file located somewhere under `/app` into a PDF document.
The file contains embedded information about desired page size and orientation—make sure the conversion respects those settings.
Save the PDF as `/app/cv.pdf`.
After the conversion, create a validation report at `/app/validation.txt`.
The report must verify that all key content sections from the original HTML appear in the PDF, and that the output page layout matches the specification.
Include the absolute path to the source HTML file, and state clearly what was checked and whether everything passed."
filter-js-from-html,"Create a python file /app/filter.py that removes JavaScript from HTML files to prevent XSS attacks. You should preserve as much of the HTML as possible (e.g., preserve standard for",23,0.082469,SWE-Smith-Seeds-Clean,Knio__dominate.9082227e.lm_rewrite__i11w5427,/data/yichuan_wang/tmax-9b-centralia-mix-v2/data/sources/swesmith-58af1819/tasks/Knio__dominate.9082227e.lm_rewrite__i11w5427,"Hello,

I've encountered an issue with the rendering of HTML documents using the `dominate` library after a recent change. It seems that the `container` class is not rendering its children correctly, which is causing unexpected output in several scenarios.

Here's a simple example to reproduce the issue:

```python
from dominate.tags import document, p

def test_render_issue():
 d = document(title='Test')
 with d:
 p('Hello World')
 print(d.render())

test_render_issue()
```

Expected output:
```
<!DOCTYPE html>
<html>
 <head>
 <title>Test</title>
 </head>
 <body>
 <p>Hello World</p>
 </body>
"
filter-js-from-html,"Create a python file /app/filter.py that removes JavaScript from HTML files to prevent XSS attacks. You should preserve as much of the HTML as possible (e.g., preserve standard for",24,0.081229,TerminalWorld-Seeds-Clean,tw_538643,/data/yichuan_wang/tmax-9b-centralia/data/sources/tw-extract/tasks/tw_538643,"Generate the HTML documentation for the project located at `/media/sf_livro-de-soa`. The project uses a Python-based documentation build system with dependencies listed in `requisitos.txt`. All required packages must be installed and the documentation must be built successfully.

The final output should be a complete HTML documentation site copied to `/app/html`, preserving the full directory structure produced by the build process (including all HTML files, static assets, and any supporting resources)."
filter-js-from-html,"Create a python file /app/filter.py that removes JavaScript from HTML files to prevent XSS attacks. You should preserve as much of the HTML as possible (e.g., preserve standard for",25,0.080675,Recursive-Task-Synthesis,rts_task_1b2055fd87294fd9bb2b0b53,hf:Zhongzhi1228/Recursive-Task-Synthesis,"Convert the CV HTML file at /app/cv.html into /app/cv.pdf.
The HTML includes meta tags for the desired page size and orientation—respect those settings during conversion.
Afterward, produce a validation report at /app/validation.txt that verifies the key content sections from the HTML appear in the PDF and that the page layout matches the specification."
filter-js-from-html,"Create a python file /app/filter.py that removes JavaScript from HTML files to prevent XSS attacks. You should preserve as much of the HTML as possible (e.g., preserve standard for",26,0.080541,SWE-Smith-Seeds-Clean,mahmoud__boltons.3bfcfdd0.func_pm_op_change__4hnmekso,/data/yichuan_wang/tmax-9b-centralia-mix-v2/data/sources/swesmith-58af1819/tasks/mahmoud__boltons.3bfcfdd0.func_pm_op_change__4hnmekso,"# Bug in Table.to_html() method causing incorrect HTML output

## Problem

After recent changes, the `to_html()` method in the `Table` class is generating incorrect HTML output. The issue appears to be related to the header padding logic and string formatting.

## Steps to reproduce

1. Create a table from dictionary data
2. Call the `to_html()` method
3. Observe incorrect HTML output

```python
from boltons.tableutils import Table

# Create sample data
data_dicts = [{'id': 1, 'name': 'John Doe'}, {'id': 2, 'name': 'Dale Simmons'}]

# Create table from dictionary
table = Table.from_dict(data_d"
filter-js-from-html,"Create a python file /app/filter.py that removes JavaScript from HTML files to prevent XSS attacks. You should preserve as much of the HTML as possible (e.g., preserve standard for",27,0.080251,Recursive-Task-Synthesis,rts_task_e1b79254dbe66cbbcb0961d5,hf:Zhongzhi1228/Recursive-Task-Synthesis,"Convert the CV HTML file at /app/cv.html into /app/cv.pdf.
The HTML may contain meta tags specifying page size and orientation — when converting, ensure the output PDF respects those settings.
After generating the PDF, prepare a validation report at /app/validation.txt that confirms the main content sections from the HTML appear in the PDF and that the page layout matches what was specified."
filter-js-from-html,"Create a python file /app/filter.py that removes JavaScript from HTML files to prevent XSS attacks. You should preserve as much of the HTML as possible (e.g., preserve standard for",28,0.079877,Recursive-Task-Synthesis,rts_task_31e53715ca7b4b9075254d05,hf:Zhongzhi1228/Recursive-Task-Synthesis,"Set up and build the HTML documentation for the project in `/media/sf_livro-de-soa`.
Start by reading the project's own setup files (such as `requisitos.txt`) and documentation source to understand the build process.
Install any missing system or Python dependencies, run the build, and copy the complete generated site into `/app/html`, preserving all subdirectories.
After the site is built, validate that all HTML pages are well-formed.
Use a standard command-line HTML validator available on the system.
Collect the total number of errors found across all pages and write that count to `/app/repo"
filter-js-from-html,"Create a python file /app/filter.py that removes JavaScript from HTML files to prevent XSS attacks. You should preserve as much of the HTML as possible (e.g., preserve standard for",29,0.079688,Recursive-Task-Synthesis,rts_task_4aa3be29ea9611f77d8c535d,hf:Zhongzhi1228/Recursive-Task-Synthesis,"Build the HTML documentation for the project at `/media/sf_livro-de-soa`.
Install any missing Python dependencies (including Sphinx extensions) so that `make html` completes without errors.
Capture the full build output to `build.log` in the project root.
After the build, produce an audit report named `audit_report.txt` in the project root.
For each generated HTML file, check that it exists and is non-empty, and record its status.
Then, clean up any transient intermediate build artifacts that are not part of the final HTML deliverable (e.g., cache directories).
Record the list of removed artif"
filter-js-from-html,"Create a python file /app/filter.py that removes JavaScript from HTML files to prevent XSS attacks. You should preserve as much of the HTML as possible (e.g., preserve standard for",30,0.078426,Recursive-Task-Synthesis,rts_task_2848025efb28cf5242f4d3e7,hf:Zhongzhi1228/Recursive-Task-Synthesis,"Clone, build, and install the Python tool from `git@github.com:AlexVSSP/python-project-51.git`.
Use the installed `page-loader` command to download `https://www.gov.uk`, redirecting its standard output to `/app/result.txt`.
A configuration file in the workspace dictates where the downloaded HTML file should be placed—inspect that file and make sure the HTML file ends up there.
Generate `/app/history_report.txt` by listing the commits in the cloned repository that come after the most recent tag (the commits from that tag to the current HEAD)."
financial-document-processor,"You have a collection of mixed document files in the `/app/documents/` directory containing both JPG and PDF files.

Your task is to:
 - Classify each document as either 'invoice' ",1,0.102369,Recursive-Task-Synthesis,rts_task_e3e15050ad5aaec4f9852f44,hf:Zhongzhi1228/Recursive-Task-Synthesis,"Examine the files in `/app/elfUfiles`.
Use the custom magic database at `/app/custom.magic` to accurately classify which files are actual PDF documents (regardless of filename or extension).
Write the names of all PDF files found, one per line, to `/app/result.txt`."
financial-document-processor,"You have a collection of mixed document files in the `/app/documents/` directory containing both JPG and PDF files.

Your task is to:
 - Classify each document as either 'invoice' ",2,0.102363,TerminalWorld-Seeds-Clean,tw_12673,/data/yichuan_wang/tmax-9b-centralia/data/sources/tw-extract/tasks/tw_12673,"Create a CSV file at `/app/2.csv` by transforming the data in `/app/1.csv`. The input file `/app/1.csv` contains four columns — `Temp`, `E1`, `E2`, and `n` — with three data rows (temperatures 100, 200, 300 and their corresponding values).

The output `/app/2.csv` must have exactly three rows, one for each of the three non-`Temp` data columns (`E1`, `E2`, `n`), identified by row numbers `101`, `102`, and `103` respectively. Each row must follow this exact format: start with the fixed label `TableP1`, then the row number, then seven empty fields, then alternating `Temp` and column-value pairs f"
financial-document-processor,"You have a collection of mixed document files in the `/app/documents/` directory containing both JPG and PDF files.

Your task is to:
 - Classify each document as either 'invoice' ",3,0.099168,Recursive-Task-Synthesis,rts_task_8fe3c6cef6b152d254ad3ec5,hf:Zhongzhi1228/Recursive-Task-Synthesis,"Create an executable shell script at `/app/q3.sh` that accepts exactly one argument: a file or directory path.
When called without arguments, output `File or directory name is needed!` and exit.
If the argument does not exist, output `File or directory not found!`.
For a regular file, print the counts exactly as:
```
Total Lines : <count>
Total Words : <count>
Total Characters: <count>
```
For a directory, iterate over its files and print per‑file counts in the format:
```
Total Lines: <count>
Total Words: <count>
Total Characters: <count>
```
followed by a blank line.
After the per‑file block"
financial-document-processor,"You have a collection of mixed document files in the `/app/documents/` directory containing both JPG and PDF files.

Your task is to:
 - Classify each document as either 'invoice' ",4,0.089886,TerminalWorld-Seeds-Clean,tw_288787,/data/yichuan_wang/tmax-9b-centralia/data/sources/tw-extract/tasks/tw_288787,Examine the files in the `/app/elfUfiles` directory and identify which ones are actually PDF files (regardless of their filename or extension). Write the names of all PDF files found — one per line — to `/app/result.txt`.
financial-document-processor,"You have a collection of mixed document files in the `/app/documents/` directory containing both JPG and PDF files.

Your task is to:
 - Classify each document as either 'invoice' ",5,0.079579,Recursive-Task-Synthesis,rts_task_a8c939ca1e376a318589a543,hf:Zhongzhi1228/Recursive-Task-Synthesis,"Set up a DVC-tracked dataset under /app/dataset/ with items dataset/foo and dataset/test/0.
Track both with DVC, remove the original data, and commit the .dvc files.
Then produce all deliverables listed in /app/task_files/requirements.md, including /app/artifact_inventory.json, /app/artifact_reconciliation.md, /app/dvc_inventory.json, and /app/dvc_changes.diff.
The inventory lists every file changed between the baseline tag (which points to the first commit) and HEAD, with its committed hash and size from the git tree.
The reconciliation report should use terms like ""absent"" and ""mismatch"" whe"
financial-document-processor,"You have a collection of mixed document files in the `/app/documents/` directory containing both JPG and PDF files.

Your task is to:
 - Classify each document as either 'invoice' ",6,0.07653,Recursive-Task-Synthesis,rts_task_c072cc3984dfebca8948f906,hf:Zhongzhi1228/Recursive-Task-Synthesis,"Examine the files in the `/app/elfUfiles` directory and determine which ones are actual PDF files, ignoring their filenames and extensions.
Write the names of all PDF files found, one per line, to `/app/result.txt`."
financial-document-processor,"You have a collection of mixed document files in the `/app/documents/` directory containing both JPG and PDF files.

Your task is to:
 - Classify each document as either 'invoice' ",7,0.076311,Recursive-Task-Synthesis,rts_task_775bbbf0c0f661c1c3a23a2e,hf:Zhongzhi1228/Recursive-Task-Synthesis,"Inspect files in `/app/elfUfiles` using content-based detection (e.g., the `file` command) to identify which are actually PDF files, regardless of their filename or extension.
Write the base names of all PDF files found, one per line in sorted alphabetical order, to `/app/result.txt`.
Then compute the SHA-256 checksum of `/app/result.txt` and save it as `/app/result.sha256`."
financial-document-processor,"You have a collection of mixed document files in the `/app/documents/` directory containing both JPG and PDF files.

Your task is to:
 - Classify each document as either 'invoice' ",8,0.076106,Recursive-Task-Synthesis,rts_task_3708b0bb3c41628311889626,hf:Zhongzhi1228/Recursive-Task-Synthesis,"Set up a DVC-tracked dataset under /app/dataset/ with items dataset/foo and dataset/test/0.
Track both with DVC, remove the original data, and commit the .dvc files.
Then produce all deliverables described in /app/task_files/requirements.md.
One additional deliverable is /app/git_history_forensics.md, which must list per-commit diff statistics for every commit between the baseline git tag and HEAD and end with a verification sentence confirming that only .dvc files were introduced.
Use terms like 'absent' and 'mismatch' in reconciliation reports.
Refer to /app/task_files/requirements.md for ex"
financial-document-processor,"You have a collection of mixed document files in the `/app/documents/` directory containing both JPG and PDF files.

Your task is to:
 - Classify each document as either 'invoice' ",9,0.075853,Recursive-Task-Synthesis,rts_task_5060a3ea292f4383d6d60234,hf:Zhongzhi1228/Recursive-Task-Synthesis,"In /app/elfUfiles, many files have extensions that do not reflect their content.
Identify which ones are actually PDF documents by inspecting their content, not their filename.
Use the detection script at /app/find_pdf.py to perform this detection.
Before running the script, ensure the `file` command is installed, as the script depends on it.
Then run the script and write the names of all true PDF files (one per line) into /app/result.txt."
financial-document-processor,"You have a collection of mixed document files in the `/app/documents/` directory containing both JPG and PDF files.

Your task is to:
 - Classify each document as either 'invoice' ",10,0.071252,Recursive-Task-Synthesis,rts_task_9ec563bf84bc8f884ea49ac3,hf:Zhongzhi1228/Recursive-Task-Synthesis,"Set up a DVC-tracked dataset under /app/dataset/ with items dataset/foo and dataset/test/0.
Track both with DVC, remove the original data, and commit the .dvc files.
Then produce all deliverables listed in /app/task_files/requirements.md, including /app/dvc_status.txt, /app/dvc_changelog.md, and an inventory artifact_inventory.json (with 'committed_hash' and 'committed_size' for every file changed between the baseline tag and HEAD).
After generating the inventory, validate it against the project JSON Schema (see requirements.md for location) and produce /app/validation_report.txt confirming th"
financial-document-processor,"You have a collection of mixed document files in the `/app/documents/` directory containing both JPG and PDF files.

Your task is to:
 - Classify each document as either 'invoice' ",11,0.071252,Recursive-Task-Synthesis,rts_task_e0d03d5a550b65b5b5a750cd,hf:Zhongzhi1228/Recursive-Task-Synthesis,"Set up a DVC-tracked dataset under /app/dataset/ with items dataset/foo and dataset/test/0.
Track both with DVC, remove the original data, and commit the .dvc files.
Then produce all deliverables listed in /app/task_files/requirements.md, including /app/dvc_status.txt, /app/dvc_changelog.md, and an inventory artifact_inventory.json (with 'committed_hash' and 'committed_size' for every file changed between the baseline tag and HEAD).
After generating the inventory, validate it against the project JSON Schema (see requirements.md for location) and produce /app/validation_report.txt confirming th"
financial-document-processor,"You have a collection of mixed document files in the `/app/documents/` directory containing both JPG and PDF files.

Your task is to:
 - Classify each document as either 'invoice' ",12,0.069011,Recursive-Task-Synthesis,rts_task_a0b2bc6aa616081be830a4e2,hf:Zhongzhi1228/Recursive-Task-Synthesis,"Reconcile /etc/fstab to match the active mount specification.
Source /etc/mount-specs.env to find the specification directory; it contains the active specification, schema rules, a validation tool, and documentation.
Back up the original fstab before making changes.
After validating the specification and repairing the mount entries using the tool and schema rules (do not modify the specification files), update /etc/fstab accordingly and validate with `mount --fake`.
Copy the final fstab to /app/fstab.txt and produce a reconciliation report at /app/report.txt as described in the directory's rep"
financial-document-processor,"You have a collection of mixed document files in the `/app/documents/` directory containing both JPG and PDF files.

Your task is to:
 - Classify each document as either 'invoice' ",13,0.068613,Recursive-Task-Synthesis,rts_task_9bfa1172c81676c363e30571,hf:Zhongzhi1228/Recursive-Task-Synthesis,"In /app, extend shopping_cart.py with a --receipt flag that writes a JSON receipt to /app/receipt.json after checkout (follow receipt_spec.md).
The pricing profile is wholesale_eu; confirm by inspecting active_profile.txt and region.txt, then activate it via --profile so the output confirms loading from a command-line argument and identifies the active profile.
Execute this order: add 2×PD1, 3×PD4, 1×PD5; then remove PD5 and change PD4 to 1 before checkout.
Capture all output to result.txt.
Generate reconciliation.txt that validates the totals in result.txt against expected_totals.json and con"
financial-document-processor,"You have a collection of mixed document files in the `/app/documents/` directory containing both JPG and PDF files.

Your task is to:
 - Classify each document as either 'invoice' ",14,0.0672,Recursive-Task-Synthesis,rts_task_a17e3fb23cd14158f9408404,hf:Zhongzhi1228/Recursive-Task-Synthesis,"Download all files from the ""Win95 FileSystem"" companion diskette collection hosted at http://www.staroceans.org/fileLists.html.
The page lists hrefs to individual files; parse it to extract all matching URLs and download each one, preserving the original directory structure under /tmp/get-w95-ifs-tools/Win95 FileSystem/.
After downloading, create a summary report at /tmp/get-w95-ifs-tools/report.txt that contains the total file count, total size in bytes, and file counts broken down by directory.
Then create a compressed tar.gz archive of the entire downloaded collection at /tmp/get-w95-ifs-t"
financial-document-processor,"You have a collection of mixed document files in the `/app/documents/` directory containing both JPG and PDF files.

Your task is to:
 - Classify each document as either 'invoice' ",15,0.06717,SWE-Rebench-Tasks-Clean,vmware__tern-460,/data/yichuan_wang/tmax-9b-centralia-rebench/data/sources/swe-rebench-tasks-clean/tasks/vmware__tern-460,"A git repository with the project this issue is about is checked out somewhere under / (commonly /<project-name>). Find it and work there.

Create an analyzed_output property for each layer with appropriate tests
***Description***
Create a property called `analyzed_output` in the ImageLayer class located in `tern/classes/image_layer.py`.

***Implementation***
In `tern/classes/image_layer.py`:

1. Add `analyzed_output` to class docstring under class ImageLayer:
`analyzed_output: the result of the file analysis`.
2. Add the property to `__init__` function and set it to an empty string.
3. Add a "
financial-document-processor,"You have a collection of mixed document files in the `/app/documents/` directory containing both JPG and PDF files.

Your task is to:
 - Classify each document as either 'invoice' ",16,0.065622,Recursive-Task-Synthesis,rts_task_62e1d1bca65fb23ea1215bf4,hf:Zhongzhi1228/Recursive-Task-Synthesis,"Write two KSQL queries demonstrating a stream-stream left join to `/app/result.txt`.
The file must start with `SET 'auto.offset.reset' = 'earliest';`.
The first query performs a windowed `LEFT JOIN` between `ORDERS` and `SHIPMENTS` on `ORDER_ID` using the window duration specified in the project's specification documents.
Select the columns `ORDER_ID`, `TOTAL_AMOUNT`, `CUSTOMER_NAME`, `SHIPMENT_ID`, and `WAREHOUSE`.
The second query derives from the first and returns only orders that satisfy the filter described in the task's requirement files.
After writing the queries, create an evidence bun"
financial-document-processor,"You have a collection of mixed document files in the `/app/documents/` directory containing both JPG and PDF files.

Your task is to:
 - Classify each document as either 'invoice' ",17,0.065579,Recursive-Task-Synthesis,rts_task_d2c90731702c0fcd55866efe,hf:Zhongzhi1228/Recursive-Task-Synthesis,"In /app, extend shopping_cart.py with a --receipt flag that writes a JSON receipt to /app/receipt.json after checkout (follow receipt_spec.md).
The pricing profile is wholesale_eu; confirm by inspecting active_profile.txt and region.txt, then activate it via --profile so the output confirms loading from a command-line argument and identifies the active profile.
Execute this order: add 2×PD1, 3×PD4, 1×PD5; then remove PD5 and change PD4 to 1 before checkout.
Capture all output to result.txt.
Generate reconciliation.txt that validates the totals in result.txt against expected_totals.json and con"
financial-document-processor,"You have a collection of mixed document files in the `/app/documents/` directory containing both JPG and PDF files.

Your task is to:
 - Classify each document as either 'invoice' ",18,0.064991,TerminalWorld-Seeds-Clean,tw_647708,/data/yichuan_wang/tmax-9b-centralia/data/sources/tw-extract/tasks/tw_647708,"Given two CSV files at `/app/bears.csv` and `/app/sightings.csv`, compute combined area statistics and save the result to `/app/area_stats.csv`.

`/app/bears.csv` has columns `Bear ID`, `Last detected`, `Area`, and `Score`. Compute per-area statistics restricted to records from the year 2024 only: count the number of records per area (`Area_count`) and compute the average `Score` per area (`Score_avg`).

`/app/sightings.csv` has columns `ID`, `Location`, and `Sightings`. The `Location` field is a compound string in the format `<sub-location>,<area name> <zone-number>` — for example `""trail,bla"
financial-document-processor,"You have a collection of mixed document files in the `/app/documents/` directory containing both JPG and PDF files.

Your task is to:
 - Classify each document as either 'invoice' ",19,0.064723,TMax-15K,task_003095_da0071dc,hf:allenai/TMax-15K,You are tasked with helping a data scientist clean and process a messy transaction log dataset to calculate merchant totals for a specific tax region.
