task_id,run,v12_tier,v13_tier,blocking,notes,pin_candidates,pin_review,v12_lints,empty_run,solve_record,expectation_source,n_assertions
task_000542_e983679c,run600,REPAIR,SEED,,expectation_movable,/home/user/data/historical_context.csv,/home/user/data/historical_context.csv is also listed as expected_edit (the agent is asked to write it),,ok,0_of_3,rollout_material,8
task_000546_6753499a,run600,REPAIR,FLAGGED,oracle_reachable,,,,,ok,0_of_3,test_only,8
task_000547_867da96b,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,never_attempted,test_only,14
task_000551_2966ebc4,run600,REPAIR,SEED,,expectation_movable,/app/stress_test.wav,,L8,ok,solved,rollout_material,9
task_000569_a45c9979,run600,PASS,SEED,,,,,,ok,solved,hardcoded_literal,6
task_000570_6738f509,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,never_attempted,hardcoded_literal,8
task_000585_2fd259d3,run600,REPAIR,FLAGGED,overspecific_check,,,,L13 | L8,ok,solved,test_only,8
task_000589_21509b0c,run600,REVIEW,UNSURE,unstable_reward,core_clause_unenforced,,,L13,ok,never_attempted,hardcoded_literal,7
task_000592_801a8bd4,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed,,,,L3,ok,never_attempted,rollout_material,9
task_000594_5b77893b,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,solved,hardcoded_literal,10
task_000599_8259e466,run600,REPAIR,FLAGGED,value_derivable,core_clause_unenforced,,,L13,ok,never_attempted,hardcoded_literal,5
task_000601_fbd9ab23,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed,,,,,ok,solved,rollout_material,4
task_000616_c813b919,run600,REPAIR,SEED,,,,,,ok,never_attempted,hardcoded_literal,13
task_000617_8f5395ac,run600,PASS,SEED,,,,,,ok,solved,hardcoded_literal,3
task_000625_0ddc4695,run600,REPAIR,SEED,,weak_verifier_exploit,,,,ok,0_of_3,hardcoded_literal,13
task_000627_353cec5c,run600,REPAIR,SEED,,weak_verifier_exploit,,,,ok,solved,hardcoded_literal,4
task_000630_d08a5512,run600,REPAIR,SEED,,weak_verifier_exploit,,,,ok,solved,hardcoded_literal,11
task_000631_aa3e6699,run600,REPAIR,FLAGGED,overspecific_check,expectation_movable | core_clause_unenforced,/app/corpora/clean/clean1.csv | /app/corpora/clean/*.csv,/app/corpora/clean/clean1.csv is also listed as expected_edit (the agent is asked to write it) | /app/corpora/clean/*.csv is a glob: expand it against the built image,L7,ok,never_attempted,rollout_material,5
task_000633_f78f498b,run600,PASS,SEED,,,,,,ok,solved,test_only,6
task_000635_a1f35bfc,run600,PASS,SEED,,,,,,ok,solved,hardcoded_literal,3
task_000636_421439f0,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,solved,hardcoded_literal,4
task_000646_b7bdbdd0,run600,REPAIR,FLAGGED,overspecific_check,,,,,ok,never_attempted,hardcoded_literal,3
task_000648_4ebaf515,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,never_attempted,hardcoded_literal,3
task_000653_be14580f,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,0_of_3,hardcoded_literal,8
task_000655_7937a6d9,run600,REPAIR,FLAGGED,value_derivable,,,,L3,ok,never_attempted,hardcoded_literal,6
task_000663_dff2c340,run600,REPAIR,SEED,,expectation_movable,/home/user/backup_catalog.db,,,ok,solved,rollout_material,8
task_000665_be4595ae,run600,REPAIR,FLAGGED,overspecific_check,,,,,ok,never_attempted,hardcoded_literal,6
task_000668_2ead812a,run600,REPAIR,SEED,,weak_verifier_exploit,,,,ok,0_of_3,hardcoded_literal,6
task_000668_885c3719,run600,REPAIR,SEED,,expectation_movable,/home/user/pipeline/raw_artifacts,,,ok,solved,rollout_material,7
task_000669_8fcceacc,run600,REPAIR,FLAGGED,expectation_revealed,,,,L11 | L7,ok,solved,rollout_material,5
task_000670_2a677465,run600,PASS,SEED,,,,,L14 | L2b | L9,ok,never_attempted,test_only,8
task_000672_0f6d1fb1,run600,REPAIR,SEED,,weak_verifier_exploit,,,,ok,never_attempted,hardcoded_literal,4
task_000675_fdb1f415,run600,REPAIR,FLAGGED,value_derivable,,,,,ok,never_attempted,hardcoded_literal,6
task_000678_09ffae1d,run600,REPAIR,SEED,,weak_verifier_exploit,,,,ok,solved,hardcoded_literal,5
task_000678_a219819a,run600,PASS,SEED,,,,,L11 | L9,ok,solved,hardcoded_literal,6
task_000681_0f80cbd5,run600,REPAIR,FLAGGED,overspecific_check,weak_verifier_exploit,,,L13 | L7,ok,solved,hardcoded_literal,9
task_000681_6f824421,run600,REPAIR,SEED,,expectation_movable,/home/user/raw_syslogs.txt,,,ok,0_of_3,rollout_material,5
task_000684_b3cc1d2c,run600,REPAIR,FLAGGED,overspecific_check,,,,,ok,never_attempted,test_only,10
task_000687_63e8810c,run600,PASS,SEED,,,,,,ok,0_of_3,hardcoded_literal,9
task_000692_819d76c8,run600,PASS,SEED,,,,,,ok,0_of_3,hardcoded_literal,13
task_000693_5283d8b9,run600,PASS,SEED,,,,,,ok,solved,hardcoded_literal,7
task_000694_a387c519,run600,REVIEW,SEED,,weak_verifier_exploit,,,,ok,0_of_3,hardcoded_literal,5
task_000698_192dc1ff,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,never_attempted,hardcoded_literal,4
task_000698_4faa0030,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed,,,,L11 | L3,ok,never_attempted,rollout_material,3
task_000702_d3ff2109,run600,REPAIR,FLAGGED,value_derivable | overspecific_check,,,,,ok,never_attempted,hardcoded_literal,4
task_000702_fdbf9e18,run600,PASS,SEED,,,,,,ok,solved,hardcoded_literal,7
task_000704_c7a8b5a2,run600,REPAIR,FLAGGED,expectation_revealed | value_derivable,,,,,ok,never_attempted,rollout_material,11
task_000705_dd1c4aef,run600,REPAIR,FLAGGED,value_derivable,expectation_movable | core_clause_unenforced,/home/user/async_service,,,ok,never_attempted,rollout_material,13
task_000706_c338fab9,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,11
task_000708_72b3a3a9,run600,PASS,SEED,,,,,,ok,solved,hardcoded_literal,23
task_000712_80fafc0b,run600,REPAIR,SEED,,expectation_movable,/home/user/sequences.fasta,,,ok,solved,rollout_material,7
task_000713_4d9b0f30,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed | value_derivable,,,,L8,ok,never_attempted,rollout_material,4
task_000716_79efa168,run600,REPAIR,FLAGGED,overspecific_check,,,,,ok,never_attempted,hardcoded_literal,5
task_000716_f8a3c63f,run600,REPAIR,SEED,,expectation_movable,/home/user/logs/syslog.legacy.z | /app/bin/zdecoder,,,ok,solved,rollout_material,11
task_000720_9486599c,run600,REPAIR,SEED,,weak_verifier_exploit,,,L14,ok,never_attempted,hardcoded_literal,10
task_000724_bbe6869c,run600,REPAIR,FLAGGED,overspecific_check,expectation_movable,/home/user/data/protein.pdb | /home/user/results/*.score,/home/user/results/*.score is a glob: expand it against the built image,L11,ok,0_of_3,rollout_material,11
task_000726_659328e5,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,never_attempted,shape_only,9
task_000733_b15c531f,run600,REPAIR,FLAGGED,oracle_reachable,,,,L3 | L7,ok,never_attempted,hardcoded_literal,12
task_000740_487424b2,run600,REPAIR,SEED,,expectation_movable,/home/user/deps.json,,,ok,solved,rollout_material,9
task_000741_4b5cf757,run600,REPAIR,SEED,,core_clause_unenforced,,,L11,ok,never_attempted,hardcoded_literal,11
task_000746_64acb63d,run600,REPAIR,FLAGGED,value_derivable,expectation_movable,/app/corpus/evil | /app/corpus/clean,,,ok,solved,rollout_material,3
task_000747_81a0c459,run600,PASS,SEED,,,,,L11,ok,never_attempted,hardcoded_literal,3
task_000760_51cc6794,run600,REJECT-PROVEN,FLAGGED,value_derivable,,,,,ok,never_attempted,hardcoded_literal,2
task_000767_884d306c,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed,,,,L3,ok,solved,rollout_material,5
task_000768_d61aa5c8,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,solved,hardcoded_literal,4
task_000770_d3a78c7a,run600,REVIEW,SEED,,core_clause_unenforced,,,L11,ok,solved,hardcoded_literal,4
task_000772_a01897c5,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,8
task_000774_42eb5426,run600,REJECT-PROVEN,FLAGGED,value_derivable,,,,,ok,never_attempted,hardcoded_literal,2
task_000775_bd33c1eb,run600,REPAIR,FLAGGED,value_derivable | overspecific_check,core_clause_unenforced,,,,ok,never_attempted,hardcoded_literal,5
task_000783_7329b10a,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,5
task_000784_69e63107,run600,PASS,SEED,,,,,,ok,solved,hardcoded_literal,5
task_000789_f56595dc,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,2
task_000792_16bc86f2,run600,REPAIR,SEED,,expectation_movable,/app/security_cam.mp4,,L7,ok,0_of_3,rollout_material,4
task_000792_f3d67730,run600,PASS,SEED,,,,,L11,ok,solved,hardcoded_literal,6
task_000793_6c3b0054,run600,REPAIR,SEED,,weak_verifier_exploit,,,L15,ok,0_of_3,hardcoded_literal,7
task_000793_ad9531f0,run600,REVIEW,FLAGGED,oracle_reachable | expectation_revealed,,,,L3 | L4,ok,never_attempted,rollout_material,5
task_000804_7a80e07c,run600,REPAIR,FLAGGED,overspecific_check,core_clause_unenforced,,,L7,ok,never_attempted,hardcoded_literal,5
task_000808_e27c21c6,run600,PASS,SEED,,,,,,ok,0_of_3,test_only,6
task_000810_805f1317,run600,REJECT-PROVEN,FLAGGED,value_derivable,,,,L7,ok,never_attempted,hardcoded_literal,2
task_000812_72e31313,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,8
task_000814_cb6b8d2f,run600,REJECT-PROVEN,FLAGGED,overspecific_check,,,,,ok,solved,hardcoded_literal,4
task_000815_39b94713,run600,PASS,SEED,,,,,,ok,solved,hardcoded_literal,4
task_000817_8bb8f36e,run600,PASS,SEED,,,,,,ok,solved,hardcoded_literal,8
task_000819_1a6de1ed,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed,,,,,ok,never_attempted,rollout_material,3
task_000823_a91ad1e6,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,10
task_000844_bc7c813f,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed,,,,,ok,never_attempted,rollout_material,3
task_000846_c66cf208,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,solved,hardcoded_literal,9
task_000848_dd60a3ee,run600,REPAIR,FLAGGED,expectation_revealed,,,,,ok,never_attempted,rollout_material,6
task_000854_5a8ded74,run600,PASS,SEED,,,,,,ok,0_of_3,hardcoded_literal,11
task_000856_db36e060,run600,REPAIR,SEED,,expectation_movable,/home/user/sim_data/run_*.npy | /home/user/sim_data,"/home/user/sim_data/run_*.npy is a glob: expand it against the built image | /home/user/sim_data is a directory above another pin: pin the files, not the directory",,ok,solved,rollout_material,6
task_000857_e97782f9,run600,REPAIR,FLAGGED,expectation_revealed,,,,,ok,never_attempted,rollout_material,9
task_000859_f7c43583,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,never_attempted,shape_only,4
task_000863_07d9663b,run600,REJECT-PROVEN,FLAGGED,overspecific_check,,,,,ok,never_attempted,hardcoded_literal,6
task_000866_c0b75485,run600,PASS,SEED,,,,,L9,ok,never_attempted,hardcoded_literal,3
task_000872_cf99cb19,run600,REPAIR,FLAGGED,oracle_reachable,core_clause_unenforced,,,,ok,never_attempted,test_only,6
task_000873_a7f964b2,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed | value_derivable,core_clause_unenforced,,,,ok,never_attempted,rollout_material,5
task_000875_0cec6314,run600,REJECT-PROVEN,FLAGGED,value_derivable,,,,,ok,never_attempted,hardcoded_literal,6
task_000876_b7db1995,run600,REVIEW,UNSURE,,,,,,ok,never_attempted,hardcoded_literal,8
task_000886_9c1067c9,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,0_of_3,hardcoded_literal,5
task_000888_971a54af,run600,REPAIR,SEED,,expectation_movable,/home/user/pop_A.fasta | /home/user/pop_B.fasta,,L7,ok,never_attempted,rollout_material,6
task_000889_7b1141aa,run600,REPAIR,FLAGGED,value_derivable,expectation_movable | core_clause_unenforced,/home/user/raw_sensor_data.csv,,,ok,never_attempted,rollout_material,6
task_000897_96178d62,run600,REVIEW,UNSURE,,core_clause_unenforced,,,L13,ok,never_attempted,hardcoded_literal,3
task_000897_a0926896,run600,REVIEW,FLAGGED,overspecific_check | unstable_reward,,,,L10 | L13,ok,never_attempted,hardcoded_literal,6
task_000900_6dfdf084,run600,PASS,SEED,,,,,,ok,0_of_3,hardcoded_literal,3
task_000902_c122671d,run600,PASS,SEED,,,,,L6,ok,solved,hardcoded_literal,9
task_000903_b32e21d6,run600,PASS,SEED,,,,,,ok,0_of_3,hardcoded_literal,16
task_000904_2c065869,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,solved,hardcoded_literal,7
task_000904_e95508b0,run600,PASS,SEED,,,,,,ok,0_of_3,hardcoded_literal,11
task_000905_deaae61a,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,solved,hardcoded_literal,8
task_000906_a5614541,run600,PASS,SEED,,,,,L8,ok,0_of_3,test_only,11
task_000907_bae9f0c2,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,11
task_000908_8c2c4ac5,run600,PASS,SEED,,,,,,ok,solved,hardcoded_literal,12
task_000911_851d3bd6,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,never_attempted,shape_only,14
task_000912_7e958a77,run600,PASS,SEED,,,,,,ok,0_of_3,hardcoded_literal,9
task_000912_e0140389,run600,REPAIR,SEED,,expectation_movable,/home/user/sensor_data.csv,,,ok,never_attempted,rollout_material,7
task_000917_208c26f5,run600,REPAIR,FLAGGED,expectation_revealed,,,,,ok,never_attempted,rollout_material,8
task_000920_6becf2b8,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,16
task_000923_29049c74,run600,PASS,SEED,,,,,,ok,solved,hardcoded_literal,13
task_000927_43407097,run600,REPAIR,SEED,,expectation_movable,/home/user/logs/app_,,L13,ok,0_of_3,rollout_material,5
task_000928_25aac00f,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,never_attempted,hardcoded_literal,13
task_000934_e69a9d76,run600,REPAIR,FLAGGED,overspecific_check,,,,,ok,0_of_3,hardcoded_literal,23
task_000938_3435ad2e,run600,REPAIR,SEED,,,,,,ok,never_attempted,hardcoded_literal,15
task_000941_1fff2a40,run600,REPAIR,SEED,,expectation_movable,/home/user/backup_catalog.db,,L7,ok,solved,rollout_material,11
task_000943_c79aef33,run600,REPAIR,SEED,,weak_verifier_exploit,,,,ok,solved,hardcoded_literal,4
task_000944_a561b537,run600,PASS,SEED,,,,,,ok,0_of_3,hardcoded_literal,8
task_000944_bd55a239,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,solved,hardcoded_literal,11
task_000947_ae2e14dc,run600,REPAIR,FLAGGED,overspecific_check,expectation_movable,/home/user/etc_mock/app1/db.conf | /home/user/etc_mock/nginx/nginx.conf,,,ok,0_of_3,rollout_material,10
task_000952_edc2f62a,run600,REPAIR,FLAGGED,overspecific_check,,,,,ok,solved,hardcoded_literal,11
task_000953_1d76c7c3,run600,REPAIR,FLAGGED,value_derivable | overspecific_check,,,,,ok,0_of_3,hardcoded_literal,10
task_000957_0a574c0d,run600,PASS,SEED,,,,,,ok,solved,hardcoded_literal,2
task_000966_374a6040,run600,PASS,SEED,,,,,,ok,solved,hardcoded_literal,6
task_000968_81194fc1,run600,REPAIR,FLAGGED,overspecific_check,core_clause_unenforced,,,,ok,never_attempted,hardcoded_literal,5
task_000968_db4a2431,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed,,,,L3,ok,never_attempted,rollout_material,6
task_000970_e2ae4e8e,run600,PASS,SEED,,,,,L15,ok,never_attempted,hardcoded_literal,5
task_000984_7f090cee,run600,PASS,SEED,,,,,L11,ok,solved,hardcoded_literal,5
task_000984_cbd7f3c9,run600,REVIEW,FLAGGED,value_derivable,core_clause_unenforced,,,L13,ok,never_attempted,hardcoded_literal,5
task_000987_ced77b3c,run600,REVIEW,FLAGGED,value_derivable,,,,,ok,never_attempted,hardcoded_literal,9
task_000992_eb40997f,run600,PASS,SEED,,,,,L9,ok,never_attempted,hardcoded_literal,6
task_000997_7c67da94,run600,REPAIR,SEED,,expectation_movable | core_clause_unenforced,/home/user/data.txt,,,ok,never_attempted,rollout_material,10
task_000997_ccd13ab9,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,0_of_3,hardcoded_literal,8
task_000998_a59d4fb3,run600,REPAIR,SEED,,core_clause_unenforced,,,L13,ok,solved,hardcoded_literal,5
task_001005_435d16bf,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,solved,test_only,3
task_001008_f40ef19f,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,solved,hardcoded_literal,8
task_001011_daf5764a,run600,REPAIR,SEED,,weak_verifier_exploit,,,,ok,0_of_3,hardcoded_literal,7
task_001012_6fe260fe,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,never_attempted,shape_only,9
task_001028_f24e9bb1,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,solved,test_only,8
task_001031_8c0bbebe,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,never_attempted,hardcoded_literal,5
task_001035_3c25e10e,run600,REJECT-PROVEN,FLAGGED,value_derivable,,,,,ok,never_attempted,hardcoded_literal,7
task_001043_14bf6c57,run600,PASS,SEED,,,,,,ok,solved,hardcoded_literal,10
task_001047_323eea51,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,solved,hardcoded_literal,3
task_001048_cd123073,run600,REJECT-PROVEN,FLAGGED,value_derivable,core_clause_unenforced,,,L11,ok,never_attempted,hardcoded_literal,3
task_001058_15bb2cd8,run600,REPAIR,FLAGGED,value_derivable,core_clause_unenforced,,,L13,ok,solved,hardcoded_literal,12
task_001063_afc38090,run600,REPAIR,SEED,,core_clause_unenforced,,,L13,ok,never_attempted,hardcoded_literal,14
task_001068_ba585e13,run600,REPAIR,FLAGGED,oracle_reachable,expectation_movable,/app/test_sequence.mp4,,,ok,0_of_3,rollout_material,4
task_001069_671fbea8,run600,PASS,SEED,,,,,,ok,solved,hardcoded_literal,8
task_001069_a9182649,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed,,,,L3,ok,solved,rollout_material,2
task_001080_5c6b3d64,run600,REPAIR,FLAGGED,value_derivable | overspecific_check,,,,,ok,never_attempted,hardcoded_literal,5
task_001080_cde45556,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,0_of_3,hardcoded_literal,6
task_001086_9b03aaeb,run600,REPAIR,FLAGGED,value_derivable,,,,,ok,never_attempted,hardcoded_literal,2
task_001086_fb3ded6a,run600,REPAIR,FLAGGED,unstable_reward,expectation_movable,,no absolute path in expectation_movable,L1 | L13,ok,solved,rollout_material,6
task_001092_06783d36,run600,PASS,SEED,,,,,L8,ok,0_of_3,test_only,10
task_001093_6983315e,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,13
task_001094_464e290b,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,never_attempted,hardcoded_literal,10
task_001094_dca23eb9,run600,REPAIR,FLAGGED,value_derivable,,,,L15,ok,solved,hardcoded_literal,11
task_001096_b47b5172,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,11
task_001098_4e7b2055,run600,REPAIR,FLAGGED,value_derivable,expectation_movable,/app/forensic_logs.txt,,,ok,never_attempted,rollout_material,7
task_001101_e1f7be7b,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,9
task_001104_dffa14ac,run600,PASS,SEED,,,,,,ok,0_of_3,hardcoded_literal,9
task_001105_4e1dd7b1,run600,REPAIR,FLAGGED,overspecific_check,core_clause_unenforced,,,,ok,solved,hardcoded_literal,17
task_001107_5cea9fe1,run600,PASS,SEED,,,,,,ok,0_of_3,hardcoded_literal,17
task_001118_3306824d,run600,REVIEW,UNSURE,,,,,L11,ok,never_attempted,hardcoded_literal,21
task_001119_09e64320,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,0_of_3,hardcoded_literal,8
task_001119_d6ec668c,run600,REPAIR,FLAGGED,overspecific_check,core_clause_unenforced,,,,ok,solved,shape_only,17
task_001125_015b6ff8,run600,REPAIR,SEED,,weak_verifier_exploit,,,,ok,solved,hardcoded_literal,11
task_001128_45291ecf,run600,PASS,SEED,,,,,,ok,solved,hardcoded_literal,13
task_001129_a70ffa72,run600,REPAIR,SEED,,weak_verifier_exploit,,,,ok,solved,hardcoded_literal,9
task_001136_0554d1fb,run600,PASS,SEED,,,,,,ok,solved,hardcoded_literal,10
task_001152_69ba78fe,run600,REPAIR,FLAGGED,value_derivable,,,,,ok,never_attempted,hardcoded_literal,9
task_001155_8876cd82,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,solved,hardcoded_literal,10
task_001156_9f8ed4b7,run600,PASS,SEED,,,,,L11,ok,solved,hardcoded_literal,6
task_001156_be184bb9,run600,REJECT-PROVEN,FLAGGED,expectation_revealed,,,,L7,ok,never_attempted,rollout_material,8
task_001159_bbb01ad0,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed,,,,,ok,never_attempted,rollout_material,6
task_001161_a1961431,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,never_attempted,hardcoded_literal,17
task_001164_6da7cdd1,run600,PASS,SEED,,,,,,ok,solved,hardcoded_literal,5
task_001167_83b72956,run600,REPAIR,FLAGGED,value_derivable,core_clause_unenforced,,,,ok,never_attempted,hardcoded_literal,5
task_001168_1e4fca90,run600,PASS,SEED,,,,,,ok,solved,hardcoded_literal,4
task_001171_b770bca7,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed,,,,,ok,solved,rollout_material,4
task_001172_1330d331,run600,REPAIR,UNSURE,,core_clause_unenforced,,,L13 | L15 | L6,ok,never_attempted,hardcoded_literal,14
task_001173_7ed72bd4,run600,PASS,SEED,,,,,,ok,solved,hardcoded_literal,14
task_001175_247c0751,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,never_attempted,hardcoded_literal,20
task_001176_c96f1c32,run600,PASS,SEED,,,,,L15,ok,never_attempted,hardcoded_literal,19
task_001179_b6dae579,run600,PASS,SEED,,,,,L11,ok,never_attempted,hardcoded_literal,9
task_001183_91beb53f,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,never_attempted,shape_only,12
task_001190_844a8799,run600,PASS,SEED,,,,,,ok,solved,hardcoded_literal,5
task_001195_b9e36867,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,6
task_001196_b829f104,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed,,,,,ok,never_attempted,rollout_material,6
task_001197_680abe08,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,16
task_001199_bbd48659,run600,REPAIR,FLAGGED,overspecific_check,,,,,ok,never_attempted,hardcoded_literal,6
task_001200_9245c609,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,never_attempted,hardcoded_literal,6
task_001201_a004352a,run600,REJECT-PROVEN,FLAGGED,value_derivable,,,,L11 | L3,ok,never_attempted,hardcoded_literal,4
task_001204_94e4cb2b,run600,REPAIR,FLAGGED,value_derivable,,,,,ok,solved,hardcoded_literal,4
task_001209_961bfa9d,run600,REVIEW,UNSURE,,,,,,ok,solved,test_only,4
task_001213_032dc5ed,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,never_attempted,hardcoded_literal,7
task_001220_f5b57353,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,never_attempted,hardcoded_literal,9
task_001221_157b68d4,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,never_attempted,hardcoded_literal,12
task_001223_4fd9b2d2,run600,REPAIR,FLAGGED,value_derivable,,,,L3,ok,never_attempted,hardcoded_literal,8
task_001225_556cc66b,run600,REVIEW,FLAGGED,value_derivable,core_clause_unenforced,,,,ok,never_attempted,hardcoded_literal,9
task_001237_3bb323ec,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,never_attempted,hardcoded_literal,11
task_001250_55a32d92,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,never_attempted,hardcoded_literal,3
task_001257_21489dc1,run600,REPAIR,FLAGGED,oracle_reachable,core_clause_unenforced,,,,ok,never_attempted,hardcoded_literal,5
task_001267_5765e50d,run600,REPAIR,FLAGGED,expectation_revealed,core_clause_unenforced,,,,ok,never_attempted,rollout_material,5
task_001270_ecef6e54,run600,REPAIR,FLAGGED,expectation_revealed | overspecific_check,core_clause_unenforced,,,,ok,never_attempted,rollout_material,5
task_001280_f21f87d7,run600,REVIEW,UNSURE,,core_clause_unenforced,,,,ok,never_attempted,hardcoded_literal,6
task_001291_369c3f4f,run600,REPAIR,FLAGGED,overspecific_check,,,,,ok,solved,hardcoded_literal,3
task_001297_7daf19d8,run600,REPAIR,FLAGGED,unstable_reward,weak_verifier_exploit,,,,ok,never_attempted,hardcoded_literal,5
task_001297_cbe1aaa0,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,solved,hardcoded_literal,5
task_001318_fc0f9faa,run600,PASS,SEED,,,,,L11,ok,solved,hardcoded_literal,12
task_001356_e7d2988c,run600,REPAIR,FLAGGED,unstable_reward,core_clause_unenforced,,,,ok,never_attempted,shape_only,3
task_001364_19fa3618,run600,REPAIR,SEED,,expectation_movable | core_clause_unenforced,/home/user/data,,L7,ok,never_attempted,rollout_material,10
task_001372_52718284,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed,,,,L3,ok,never_attempted,rollout_material,5
task_001397_2e056b01,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed,,,,L3 | L4,ok,never_attempted,rollout_material,5
task_001410_2da4ca67,run600,REPAIR,FLAGGED,overspecific_check,core_clause_unenforced,,,,ok,solved,hardcoded_literal,12
task_001493_5c3c4c9f,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,never_attempted,hardcoded_literal,5
task_001498_7fe1184d,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed,,,,L3 | L7,ok,never_attempted,rollout_material,2
task_001575_c87be32c,run600,REPAIR,FLAGGED,value_derivable,core_clause_unenforced,,,L3,ok,never_attempted,hardcoded_literal,2
task_001581_0a92633e,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed,core_clause_unenforced,,,L3,ok,never_attempted,rollout_material,3
task_001607_be90baaf,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed,,,,L3,ok,never_attempted,rollout_material,3
task_001626_d64d39ee,run600,REPAIR,SEED,,weak_verifier_exploit,,,,ok,never_attempted,hardcoded_literal,8
task_001682_2d8cb342,run600,REPAIR,FLAGGED,value_derivable,,,,,ok,never_attempted,hardcoded_literal,8
task_001703_4a3af2c3,run600,REPAIR,FLAGGED,expectation_revealed | unstable_reward,,,,L7,ok,never_attempted,rollout_material,8
task_001720_91663aaf,run600,REPAIR,FLAGGED,value_derivable,,,,L3,ok,never_attempted,hardcoded_literal,10
task_001741_122fbc18,run600,REPAIR,SEED,,expectation_movable,/home/user/gcode_current/partA.gcode,,L13,ok,never_attempted,rollout_material,6
task_001760_7aae427b,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,never_attempted,shape_only,12
task_001781_b5183c50,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed,,,,L3,ok,never_attempted,rollout_material,5
task_001798_ec1be804,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,5
