bench,bench_id,tw_id,win13_hits,jaccard5
tb_hard,tbh_task_7fee0e182f2ca1cd,tw_714449,0,0.00198
tb_hard,tbh_task_3a045a680ca99196,tw_286136,0,0.00170
tb_hard,tbh_task_3a045a680ca99196,tw_306284,0,0.00249
tb_hard,tbh_task_a3636f22fa17cc6d,tw_169863,0,0.00269
tb_hard,tbh_task_a3636f22fa17cc6d,tw_199977,0,0.00228
tb_hard,tbh_task_a3636f22fa17cc6d,tw_284594,0,0.00233
tb_hard,tbh_task_a3636f22fa17cc6d,tw_361348,0,0.00195
tb_hard,tbh_task_a3636f22fa17cc6d,tw_510621,0,0.00237
tb_hard,tbh_task_834b75c3ca446f74,tw_100579,0,0.00303
tb_hard,tbh_task_834b75c3ca446f74,tw_126678,0,0.00302
tb_hard,tbh_task_834b75c3ca446f74,tw_306284,0,0.00587
tb_hard,tbh_task_834b75c3ca446f74,tw_362046,0,0.00765
tb_hard,tbh_task_90e1c3a823ad20f5,tw_220267,0,0.00471
tb_hard,tbh_task_90e1c3a823ad20f5,tw_273601,0,0.00211
tb_hard,tbh_task_90e1c3a823ad20f5,tw_450694,0,0.00506
tb_hard,tbh_task_90e1c3a823ad20f5,tw_669368,0,0.00248
tb_hard,tbh_task_90e1c3a823ad20f5,tw_686601,0,0.00498
tb_hard,tbh_task_90e1c3a823ad20f5,tw_712739,0,0.00248
tb_hard,tbh_task_a7f0b82a4f205775,tw_177994,0,0.00475
tb_hard,tbh_task_a7f0b82a4f205775,tw_712770,0,0.00412
tb_hard,tbh_task_a7f0b82a4f205775,tw_713328,0,0.00414
tb_hard,tbh_task_fa699411e024a213,tw_10593,0,0.00202
tb_hard,tbh_task_fa699411e024a213,tw_11904,0,0.00223
tb_hard,tbh_task_fa699411e024a213,tw_169863,0,0.00225
tb_hard,tbh_task_fa699411e024a213,tw_277404,0,0.00227
tb_hard,tbh_task_fa699411e024a213,tw_284594,0,0.00199
tb_hard,tbh_task_fa699411e024a213,tw_306481,0,0.00210
tb_hard,tbh_task_fa699411e024a213,tw_425728,0,0.00355
tb_hard,tbh_task_fa699411e024a213,tw_510621,0,0.00202
tb_hard,tbh_task_fa699411e024a213,tw_532786,0,0.00195
tb_hard,tbh_task_fa699411e024a213,tw_753474,0,0.00184
tb_hard,tbh_task_fa699411e024a213,tw_85723,0,0.00215
tb_hard,tbh_task_aa7daf3eb00fdcda,tw_104501,0,0.00388
tb_hard,tbh_task_aa7daf3eb00fdcda,tw_152535,0,0.00382
tb_hard,tbh_task_aa7daf3eb00fdcda,tw_169863,0,0.00216
tb_hard,tbh_task_aa7daf3eb00fdcda,tw_252789,0,0.00363
tb_hard,tbh_task_aa7daf3eb00fdcda,tw_284594,0,0.00192
tb_hard,tbh_task_aa7daf3eb00fdcda,tw_326514,0,0.00203
tb_hard,tbh_task_aa7daf3eb00fdcda,tw_326675,0,0.00726
tb_hard,tbh_task_aa7daf3eb00fdcda,tw_337645,0,0.00583
tb_hard,tbh_task_aa7daf3eb00fdcda,tw_361348,0,0.00166
tb_hard,tbh_task_aa7daf3eb00fdcda,tw_467770,0,0.00413
tb_hard,tbh_task_aa7daf3eb00fdcda,tw_510621,0,0.00195
tb_hard,tbh_task_99cd6bc33eb11629,tw_12315,0,0.00575
tb_hard,tbh_task_99cd6bc33eb11629,tw_354080,0,0.00222
tb_hard,tbh_task_99cd6bc33eb11629,tw_474817,0,0.00257
tb_hard,tbh_task_99cd6bc33eb11629,tw_474880,0,0.00270
tb_hard,tbh_task_99cd6bc33eb11629,tw_529306,0,0.00248
tb_hard,tbh_task_99cd6bc33eb11629,tw_615816,0,0.00285
tb_hard,tbh_task_06c8c1d0a94f66cb,tw_12330,0,0.00217
tb_hard,tbh_task_06c8c1d0a94f66cb,tw_129654,0,0.00199
tb_hard,tbh_task_06c8c1d0a94f66cb,tw_18325,0,0.00199
tb_hard,tbh_task_06c8c1d0a94f66cb,tw_276570,0,0.00202
tb_hard,tbh_task_06c8c1d0a94f66cb,tw_28581,0,0.00202
tb_hard,tbh_task_06c8c1d0a94f66cb,tw_315983,0,0.00226
tb_hard,tbh_task_06c8c1d0a94f66cb,tw_432559,0,0.00207
tb_hard,tbh_task_06c8c1d0a94f66cb,tw_462039,0,0.00214
tb_hard,tbh_task_06c8c1d0a94f66cb,tw_494408,0,0.00180
tb_hard,tbh_task_06c8c1d0a94f66cb,tw_533619,0,0.00219
tb_hard,tbh_task_06c8c1d0a94f66cb,tw_644238,0,0.00222
tb_hard,tbh_task_06c8c1d0a94f66cb,tw_6546,0,0.00222
tb_hard,tbh_task_06c8c1d0a94f66cb,tw_662735,0,0.00217
tb_hard,tbh_task_aba8e19f775fc60e,tw_304629,0,0.00222
tb_hard,tbh_task_aba8e19f775fc60e,tw_306284,0,0.00466
tb_hard,tbh_task_4c14564e2ec33ce5,tw_11045,0,0.00249
tb_hard,tbh_task_4c14564e2ec33ce5,tw_197232,0,0.00325
tb_hard,tbh_task_4c14564e2ec33ce5,tw_202027,0,0.00239
tb_hard,tbh_task_4c14564e2ec33ce5,tw_28584,0,0.00271
tb_hard,tbh_task_4c14564e2ec33ce5,tw_360831,0,0.00519
tb_hard,tbh_task_4c14564e2ec33ce5,tw_44406,0,0.00268
tb_hard,tbh_task_4c14564e2ec33ce5,tw_455007,0,0.00270
tb_hard,tbh_task_4c14564e2ec33ce5,tw_45843,0,0.00258
tb_hard,tbh_task_4c14564e2ec33ce5,tw_694716,0,0.00280
tb_hard,tbh_task_4c14564e2ec33ce5,tw_725316,0,0.00251
tb_hard,tbh_task_4c14564e2ec33ce5,tw_9913,0,0.00288
tb_hard,tbh_task_f83d84c7dd0cc992,tw_252789,0,0.00440
tb_hard,tbh_task_f83d84c7dd0cc992,tw_533496,0,0.00508
tb_hard,tbh_task_f83d84c7dd0cc992,tw_753474,0,0.00216
tb_hard,tbh_task_f3e6837a299f1131,tw_10369,0,0.00212
tb_hard,tbh_task_f3e6837a299f1131,tw_104501,0,0.00207
tb_hard,tbh_task_360470d0105971d1,tw_12306,0,0.00441
tb_hard,tbh_task_360470d0105971d1,tw_162164,0,0.00228
tb_hard,tbh_task_360470d0105971d1,tw_177994,0,0.00252
tb_hard,tbh_task_360470d0105971d1,tw_306284,0,0.00474
tb_hard,tbh_task_99e51a442c6edebd,tw_169863,0,0.00455
tb_hard,tbh_task_99e51a442c6edebd,tw_284594,0,0.00200
tb_hard,tbh_task_99e51a442c6edebd,tw_321921,0,0.00215
tb_hard,tbh_task_99e51a442c6edebd,tw_361348,0,0.00172
tb_hard,tbh_task_99e51a442c6edebd,tw_510621,0,0.00204
tb_hard,tbh_task_f1ac93f76893b5a2,tw_12138,0,0.00214
tb_hard,tbh_task_f1ac93f76893b5a2,tw_129654,0,0.00191
tb_hard,tbh_task_f1ac93f76893b5a2,tw_14593,0,0.00212
tb_hard,tbh_task_f1ac93f76893b5a2,tw_6976,0,0.00189
tb_hard,tbh_task_f1ac93f76893b5a2,tw_713328,0,0.00806
tb_hard,tbh_task_f1ac93f76893b5a2,tw_713384,0,0.00209
tb_hard,tbh_task_f1ac93f76893b5a2,tw_713457,0,0.00199
tb_hard,tbh_task_d574621170ea30f0,tw_129867,0,0.00211
tb_hard,tbh_task_d574621170ea30f0,tw_322195,0,0.00191
tb_hard,tbh_task_22dc33aab6297db3,tw_306284,0,0.00273
tb_hard,tbh_task_22dc33aab6297db3,tw_44406,0,0.00257
tb_hard,tbh_task_08074c298b71613e,tw_104501,0,0.00381
tb_hard,tbh_task_08074c298b71613e,tw_169863,0,0.00212
tb_hard,tbh_task_08074c298b71613e,tw_284594,0,0.00189
tb_hard,tbh_task_08074c298b71613e,tw_510621,0,0.00192
tb_hard,tbh_task_a73beb6749d55568,tw_169863,0,0.00263
tb_hard,tbh_task_a73beb6749d55568,tw_219949,0,0.00248
tb_hard,tbh_task_a73beb6749d55568,tw_284594,0,0.00228
tb_hard,tbh_task_a73beb6749d55568,tw_510621,0,0.00233
tb_hard,tbh_task_a73beb6749d55568,tw_706816,0,0.00199
tb_hard,tbh_task_75c31bc5a09f370c,tw_100278,0,0.00244
tb_hard,tbh_task_75c31bc5a09f370c,tw_10880,0,0.00261
tb_hard,tbh_task_75c31bc5a09f370c,tw_131625,0,0.00281
tb_hard,tbh_task_75c31bc5a09f370c,tw_217121,0,0.00246
tb_hard,tbh_task_75c31bc5a09f370c,tw_433818,0,0.00213
tb_hard,tbh_task_75c31bc5a09f370c,tw_717308,0,0.00238
tb_hard,tbh_task_cfe6a2d5b53d18bc,tw_7829,0,0.00213
tb_hard,tbh_task_0512598a64b84b5e,tw_137529,0,0.00176
tb_hard,tbh_task_0512598a64b84b5e,tw_526697,0,0.00445
tb_hard,tbh_task_0512598a64b84b5e,tw_650591,0,0.00193
tb_hard,tbh_task_a288481ee759361d,tw_11045,0,0.00183
tb_hard,tbh_task_a288481ee759361d,tw_152909,0,0.00182
tb_hard,tbh_task_a288481ee759361d,tw_15649,0,0.00201
tb_hard,tbh_task_a288481ee759361d,tw_16385,0,0.00200
tb_hard,tbh_task_a288481ee759361d,tw_197232,0,0.00221
tb_hard,tbh_task_a288481ee759361d,tw_202027,0,0.00178
tb_hard,tbh_task_a288481ee759361d,tw_217787,0,0.00185
tb_hard,tbh_task_a288481ee759361d,tw_226228,0,0.00185
tb_hard,tbh_task_a288481ee759361d,tw_247983,0,0.00133
tb_hard,tbh_task_a288481ee759361d,tw_28584,0,0.00195
tb_hard,tbh_task_a288481ee759361d,tw_306481,0,0.00399
tb_hard,tbh_task_a288481ee759361d,tw_319337,0,0.00384
tb_hard,tbh_task_a288481ee759361d,tw_33621,0,0.00382
tb_hard,tbh_task_a288481ee759361d,tw_44406,0,0.00388
tb_hard,tbh_task_a288481ee759361d,tw_454290,0,0.00370
tb_hard,tbh_task_a288481ee759361d,tw_455007,0,0.00194
tb_hard,tbh_task_a288481ee759361d,tw_45843,0,0.00188
tb_hard,tbh_task_a288481ee759361d,tw_463661,0,0.00180
tb_hard,tbh_task_a288481ee759361d,tw_522371,0,0.00196
tb_hard,tbh_task_a288481ee759361d,tw_5263,0,0.00187
tb_hard,tbh_task_a288481ee759361d,tw_544861,0,0.00351
tb_hard,tbh_task_a288481ee759361d,tw_560881,0,0.00192
tb_hard,tbh_task_a288481ee759361d,tw_583457,0,0.00193
tb_hard,tbh_task_a288481ee759361d,tw_593620,0,0.00204
tb_hard,tbh_task_a288481ee759361d,tw_617008,0,0.00202
tb_hard,tbh_task_a288481ee759361d,tw_694716,0,0.00200
tb_hard,tbh_task_a288481ee759361d,tw_725316,0,0.00184
tb_hard,tbh_task_a288481ee759361d,tw_78785,0,0.00177
tb_hard,tbh_task_a288481ee759361d,tw_94812,0,0.00191
tb_hard,tbh_task_a288481ee759361d,tw_9913,0,0.00204
tb_hard,tbh_task_d8154e00abf9ca0c,tw_11904,0,0.00206
tb_hard,tbh_task_d8154e00abf9ca0c,tw_129867,0,0.00207
tb_hard,tbh_task_d8154e00abf9ca0c,tw_169863,0,0.00208
tb_hard,tbh_task_d8154e00abf9ca0c,tw_284594,0,0.00186
tb_hard,tbh_task_d8154e00abf9ca0c,tw_322195,0,0.00188
tb_hard,tbh_task_d8154e00abf9ca0c,tw_323887,0,0.00195
tb_hard,tbh_task_d8154e00abf9ca0c,tw_510621,0,0.00188
tb_hard,tbh_task_d8154e00abf9ca0c,tw_538637,0,0.00213
tb_hard,tbh_task_d8154e00abf9ca0c,tw_706816,0,0.00166
tb_hard,tbh_task_d8154e00abf9ca0c,tw_9392,0,0.00201
tb_hard,tbh_task_93fc06e7d7f3a58f,tw_11904,0,0.00314
tb_hard,tbh_task_93fc06e7d7f3a58f,tw_169863,0,0.00318
tb_hard,tbh_task_93fc06e7d7f3a58f,tw_183827,0,0.00462
tb_hard,tbh_task_93fc06e7d7f3a58f,tw_219949,0,0.00297
tb_hard,tbh_task_93fc06e7d7f3a58f,tw_224221,0,0.00308
tb_hard,tbh_task_93fc06e7d7f3a58f,tw_225718,0,0.00260
tb_hard,tbh_task_93fc06e7d7f3a58f,tw_284594,0,0.00269
tb_hard,tbh_task_93fc06e7d7f3a58f,tw_352707,0,0.00306
tb_hard,tbh_task_93fc06e7d7f3a58f,tw_361348,0,0.00440
tb_hard,tbh_task_93fc06e7d7f3a58f,tw_473888,0,0.00289
tb_hard,tbh_task_93fc06e7d7f3a58f,tw_510621,0,0.00275
tb_hard,tbh_task_15ef3de120c29cb9,tw_11045,0,0.00208
tb_hard,tbh_task_15ef3de120c29cb9,tw_197232,0,0.00258
tb_hard,tbh_task_15ef3de120c29cb9,tw_28584,0,0.00223
tb_hard,tbh_task_15ef3de120c29cb9,tw_354080,0,0.00372
tb_hard,tbh_task_15ef3de120c29cb9,tw_44406,0,0.00221
tb_hard,tbh_task_15ef3de120c29cb9,tw_455007,0,0.00222
tb_hard,tbh_task_15ef3de120c29cb9,tw_45843,0,0.00214
tb_hard,tbh_task_15ef3de120c29cb9,tw_694716,0,0.00229
tb_hard,tbh_task_15ef3de120c29cb9,tw_725316,0,0.00209
tb_hard,tbh_task_15ef3de120c29cb9,tw_9913,0,0.00235
tb_hard,tbh_task_b237a186590c87dd,tw_12306,0,0.00472
tb_hard,tbh_task_b237a186590c87dd,tw_162164,0,0.00244
tb_hard,tbh_task_b237a186590c87dd,tw_177994,0,0.00272
tb_hard,tbh_task_b237a186590c87dd,tw_238989,0,0.00465
tb_hard,tbh_task_b237a186590c87dd,tw_306284,0,0.00510
tb_hard,tbh_task_b237a186590c87dd,tw_354080,0,0.00600
tb_hard,tbh_task_b237a186590c87dd,tw_49852,0,0.00231
tb_hard,tbh_task_b237a186590c87dd,tw_673372,0,0.00248
tb_hard,tbh_task_b528f72dbb214e70,tw_100278,0,0.00250
tb_hard,tbh_task_b528f72dbb214e70,tw_10880,0,0.00267
tb_hard,tbh_task_b528f72dbb214e70,tw_217121,0,0.00251
tb_hard,tbh_task_b528f72dbb214e70,tw_251367,0,0.00496
tb_hard,tbh_task_b528f72dbb214e70,tw_251800,0,0.00505
tb_hard,tbh_task_b528f72dbb214e70,tw_364652,0,0.00551
tb_hard,tbh_task_b528f72dbb214e70,tw_433818,0,0.00217
tb_hard,tbh_task_19b99556078771ee,tw_169863,0,0.00316
tb_hard,tbh_task_19b99556078771ee,tw_219949,0,0.00295
tb_hard,tbh_task_19b99556078771ee,tw_284594,0,0.00267
tb_hard,tbh_task_19b99556078771ee,tw_510621,0,0.00273
tb_hard,tbh_task_036f8f2f6b7ae8fc,tw_129867,0,0.00203
tb_hard,tbh_task_036f8f2f6b7ae8fc,tw_277215,0,0.00196
tb_hard,tbh_task_036f8f2f6b7ae8fc,tw_306284,0,0.00194
tb_hard,tbh_task_036f8f2f6b7ae8fc,tw_322195,0,0.00185
tb_hard,tbh_task_aaf1a7faee31e564,tw_10512,0,0.00262
tb_hard,tbh_task_aaf1a7faee31e564,tw_11904,0,0.00258
tb_hard,tbh_task_aaf1a7faee31e564,tw_169863,0,0.00260
tb_hard,tbh_task_aaf1a7faee31e564,tw_183827,0,0.00398
tb_hard,tbh_task_aaf1a7faee31e564,tw_219949,0,0.00246
tb_hard,tbh_task_aaf1a7faee31e564,tw_225718,0,0.00220
tb_hard,tbh_task_aaf1a7faee31e564,tw_284594,0,0.00226
tb_hard,tbh_task_aaf1a7faee31e564,tw_351328,0,0.00231
tb_hard,tbh_task_aaf1a7faee31e564,tw_352707,0,0.00252
tb_hard,tbh_task_aaf1a7faee31e564,tw_361348,0,0.00190
tb_hard,tbh_task_aaf1a7faee31e564,tw_510621,0,0.00230
tb_hard,tbh_task_aaf1a7faee31e564,tw_744059,0,0.00204
tb_hard,tbh_task_aaf1a7faee31e564,tw_750838,0,0.00197
tb_hard,tbh_task_d7a165b43c1bc0a1,tw_177994,0,0.00299
tb_hard,tbh_task_d7a165b43c1bc0a1,tw_473888,0,0.00272
tb_hard,tbh_task_0c099ddf9bf2955d,tw_177994,0,0.00268
tb_hard,tbh_task_b9b7707bd7c6525e,tw_500710,0,0.00178
tb_hard,tbh_task_b9b7707bd7c6525e,tw_500724,0,0.00179
tb_hard,tbh_task_5631b23768838bc1,tw_306284,0,0.00239
tb_hard,tbh_task_7d7e28808867ab1a,tw_129867,0,0.00435
tb_hard,tbh_task_7d7e28808867ab1a,tw_157216,0,0.00328
tb_hard,tbh_task_7d7e28808867ab1a,tw_223228,0,0.00362
tb_hard,tbh_task_7d7e28808867ab1a,tw_264012,0,0.00738
tb_hard,tbh_task_7d7e28808867ab1a,tw_268884,0,0.00394
tb_hard,tbh_task_7d7e28808867ab1a,tw_417298,0,0.00270
tb_hard,tbh_task_7d7e28808867ab1a,tw_448247,0,0.00358
tb_hard,tbh_task_7d7e28808867ab1a,tw_465446,0,0.00304
tb_hard,tbh_task_7d7e28808867ab1a,tw_744062,0,0.00358
tb_hard,tbh_task_7d7e28808867ab1a,tw_7829,0,0.00360
tb_hard,tbh_task_454c321755003c76,tw_11904,0,0.00225
tb_hard,tbh_task_454c321755003c76,tw_424220,0,0.00161
tb_hard,tbh_task_454c321755003c76,tw_556670,0,0.00211
tb_hard,tbh_task_587af04d90ee0424,tw_169863,0,0.00202
tb_hard,tbh_task_587af04d90ee0424,tw_183827,0,0.00163
tb_hard,tbh_task_587af04d90ee0424,tw_284594,0,0.00181
tb_hard,tbh_task_587af04d90ee0424,tw_361348,0,0.00157
tb_hard,tbh_task_587af04d90ee0424,tw_425728,0,0.00163
tb_hard,tbh_task_587af04d90ee0424,tw_510621,0,0.00368
tb_hard,tbh_task_587af04d90ee0424,tw_532786,0,0.00178
tb_hard,tbh_task_f230e87093ffa566,tw_114966,0,0.00218
tb_hard,tbh_task_f230e87093ffa566,tw_331228,0,0.00203
tb_hard,tbh_task_f230e87093ffa566,tw_334735,0,0.00200
tb_hard,tbh_task_f230e87093ffa566,tw_335548,0,0.00192
tb_hard,tbh_task_f230e87093ffa566,tw_339298,0,0.00196
tb_hard,tbh_task_f230e87093ffa566,tw_569867,0,0.00202
tb_hard,tbh_task_f230e87093ffa566,tw_647078,0,0.00144
tb_hard,tbh_task_9553cb649f0279a6,tw_169863,0,0.00296
tb_hard,tbh_task_9553cb649f0279a6,tw_284594,0,0.00253
tb_hard,tbh_task_9553cb649f0279a6,tw_361348,0,0.00208
tb_hard,tbh_task_9553cb649f0279a6,tw_510621,0,0.00258
tb_hard,tbh_task_9553cb649f0279a6,tw_650591,0,0.00233
tb_hard,tbh_task_fbb5f628df63a3ee,tw_11045,0,0.00620
tb_hard,tbh_task_aaabe9842978fa41,tw_306284,0,0.00285
tb_hard,tbh_task_82cdb54713f56aa8,tw_310570,0,0.00176
tb_hard,tbh_task_82cdb54713f56aa8,tw_361348,0,0.00139
tb_hard,tbh_task_82cdb54713f56aa8,tw_424220,0,0.00131
tb_hard,tbh_task_82cdb54713f56aa8,tw_445218,0,0.00172
tb_hard,tbh_task_0bf1b8a3baefb533,tw_177994,0,0.00295
tb_hard,tbh_task_33cf08c2cb634768,tw_11904,0,0.00254
tb_hard,tbh_task_33cf08c2cb634768,tw_169863,0,0.00256
tb_hard,tbh_task_33cf08c2cb634768,tw_284594,0,0.00223
tb_hard,tbh_task_33cf08c2cb634768,tw_510621,0,0.00227
tb_hard,tbh_task_c6c00a4dab8d28fb,tw_28790,0,0.00259
tb_hard,tbh_task_c6c00a4dab8d28fb,tw_617488,0,0.00247
tb_hard,tbh_task_c6c00a4dab8d28fb,tw_744059,0,0.00229
tb_hard,tbh_task_9b54472b896e0704,tw_120186,0,0.00275
tb_hard,tbh_task_9b54472b896e0704,tw_318475,0,0.00248
tb_hard,tbh_task_9b54472b896e0704,tw_338947,0,0.00232
tb_hard,tbh_task_9b54472b896e0704,tw_357120,0,0.00250
tb_hard,tbh_task_9b54472b896e0704,tw_694721,0,0.00244
tb_hard,tbh_task_9b54472b896e0704,tw_739272,0,0.00234
tb_hard,tbh_task_9b54472b896e0704,tw_739750,0,0.00208
tb_hard,tbh_task_b0c5594287523585,tw_122605,0,0.00257
tb_hard,tbh_task_b0c5594287523585,tw_12306,0,0.00512
tb_hard,tbh_task_b0c5594287523585,tw_12648,0,0.00318
tb_hard,tbh_task_b0c5594287523585,tw_162164,0,0.00266
tb_hard,tbh_task_b0c5594287523585,tw_17855,0,0.00501
tb_hard,tbh_task_b0c5594287523585,tw_215405,0,0.00276
tb_hard,tbh_task_b0c5594287523585,tw_285548,0,0.00282
tb_hard,tbh_task_b0c5594287523585,tw_306284,0,0.00557
tb_hard,tbh_task_b0c5594287523585,tw_474733,0,0.00260
tb_hard,tbh_task_b0c5594287523585,tw_479208,0,0.00242
tb_hard,tbh_task_b0c5594287523585,tw_532765,0,0.00253
tb_hard,tbh_task_b0c5594287523585,tw_532786,0,0.00248
tb_hard,tbh_task_b0c5594287523585,tw_532828,0,0.00249
tb_hard,tbh_task_b0c5594287523585,tw_9231,0,0.00489
tb_hard,tbh_task_dd38356cddcc8eb0,tw_162164,0,0.01094
tb_hard,tbh_task_dd38356cddcc8eb0,tw_202027,0,0.00587
tb_hard,tbh_task_dd38356cddcc8eb0,tw_284594,0,0.00629
tb_hard,tbh_task_f5f007e7ee20da0d,tw_12315,0,0.00476
tb_hard,tbh_task_f5f007e7ee20da0d,tw_28790,0,0.00225
tb_hard,tbh_task_f5f007e7ee20da0d,tw_306284,0,0.00242
tb_hard,tbh_task_f5f007e7ee20da0d,tw_617488,0,0.00216
tb_hard,tbh_task_ae4c101410cd59b3,tw_323887,0,0.00290
tb_hard,tbh_task_f766648d2620d7de,tw_141227,0,0.00196
tb_hard,tbh_task_f766648d2620d7de,tw_382534,0,0.00214
tb_hard,tbh_task_f766648d2620d7de,tw_439311,0,0.00187
tb_hard,tbh_task_f766648d2620d7de,tw_460448,0,0.00197
tb_hard,tbh_task_68ad0f0e086b5998,tw_314564,0,0.00216
tb_hard,tbh_task_60e58e6c8f2f36f4,tw_120186,0,0.00316
tb_hard,tbh_task_60e58e6c8f2f36f4,tw_251367,0,0.00272
tb_hard,tbh_task_60e58e6c8f2f36f4,tw_251800,0,0.00557
tb_hard,tbh_task_db086b268035f070,tw_252789,0,0.00210
tb_hard,tbh_task_601d5486f2153b64,tw_12306,0,0.00235
tb_hard,tbh_task_601d5486f2153b64,tw_162164,0,0.01737
tb_hard,tbh_task_601d5486f2153b64,tw_202027,0,0.00873
tb_hard,tbh_task_601d5486f2153b64,tw_284594,0,0.00706
tb_hard,tbh_task_601d5486f2153b64,tw_306284,0,0.00254
tb_hard,tbh_task_601d5486f2153b64,tw_338986,0,0.00201
tb_hard,tbh_task_de90f2c5fb862efc,tw_261289,0,0.00677
tb_hard,tbh_task_de90f2c5fb862efc,tw_339843,0,0.00509
lhtb,climate-netcdf-extreme-event-audit,tw_130138,0,0.00353
lhtb,climate-netcdf-extreme-event-audit,tw_379219,0,0.00291
lhtb,duckdb-optimizer-closure,tw_132320,0,0.00143
lhtb,duckdb-optimizer-closure,tw_316893,0,0.00136
lhtb,robotics-slam-benchmark-repair,tw_130138,0,0.00357
lhtb,robotics-slam-benchmark-repair,tw_379219,0,0.00293
lhtb,rush_hour_campaign,tw_101033,0,0.00175
lhtb,rush_hour_campaign,tw_129867,0,0.00186
lhtb,rush_hour_campaign,tw_523710,0,0.00178
lhtb,rush_hour_campaign,tw_524097,0,0.00178
lhtb,rush_hour_campaign,tw_672607,0,0.00175
lhtb,sudoku-recovery,tw_102792,0,0.00155
lhtb,sudoku-recovery,tw_247983,0,0.00265
lhtb,sudoku-recovery,tw_49852,0,0.00310
lhtb,unison-paper-reproduction,tw_24569,0,0.00231
